ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
1705,?,3,2.5,153665,?,Outskirts,?,-118.126711
1706,11297,6,?,314420,?,Outskirts,33.681243,?
1707,5604,4,?,539650,?,Outskirts,?,?
1708,8065,2,?,217872,19xx,Outskirts,34.300121,-118.639693
1709,10951,Three,2.5,420110,2010,?,?,-118.916813
1710,large,?,2.5,731019,?,Uptown,33.936883,?
1711,large,Three,3.3483462451076993,182181,19xx,Outskirts,?,-118.559128
1712,large,2,2.5,393814,19xx,Uptown,34.259891,-118.204022
1713,11350,4,1.2430887878185368,443622,?,Outskirts,?,-118.720444
1714,9639,?,?,344965,1925,Uptown,34.662901,-117.570822
1715,large,?,1.8922818599273472,304767,1965,Downtown,34.100712,-118.267097
1716,4641,?,2.5,541634,19xx,Outskirts,33.946209,?
1717,large,4,2.5,206972,?,Suburbs,34.120583,?
1718,7434,Three,2.6583910532796455,596163,19xx,Outskirts,?,?
1719,?,?,2.5,581615,19xx,?,34.678411,?
1720,4168,6,?,463407,?,Uptown,?,?
1721,large,Three,2.5,213476,19xx,Uptown,?,?
1722,9656,5,2.5,541917,1972,Downtown,33.80838,-117.782532
1723,7022,1,3.728848945098723,284008,?,Uptown,34.107336,-118.029715
1724,?,?,2.5,599719,19xx,Suburbs,?,-118.557717
1725,?,Three,3.3898564618822875,314602,?,Downtown,34.093334,-117.857193
1726,6234,Three,?,373632,2023,Outskirts,34.396478,?
1727,large,2,2.5,704536,?,Midtown,?,?
1728,?,Three,2.532691612726834,161033,1935,Midtown,33.852923,?
1729,large,Three,2.5,466034,19xx,Outskirts,?,-118.136119
1730,?,?,2.5,357603,1950,?,?,-118.312905
1731,large,?,2.5,358196,1922,Outskirts,?,?
1732,?,2,?,353048,19xx,Outskirts,?,-117.820808
1733,5848,Three,2.5,172564,?,Downtown,34.729003,?
1734,9388,2,1.74032745367075,660819,1941,Downtown,34.699549,?
1735,10530,?,2.5,154320,?,Uptown,?,?
1736,large,?,1.092516927289798,422459,19xx,Outskirts,?,?
1737,?,?,2.5,559407,19xx,Uptown,?,?
1738,large,Three,2.771651803689541,360927,?,Suburbs,?,?
1739,8374,Three,2.5,472481,?,Suburbs,?,-117.845658
1740,5668,Three,2.5,493406,?,Suburbs,?,-118.771305
1741,large,?,2.5,772511,1993,Midtown,34.018358,-118.3978
1742,9346,1,2.5,703329,?,?,33.922939,-118.424062
1743,large,?,?,495729,19xx,Downtown,34.149195,?
1744,10852,3,2.5,620662,1956,Midtown,34.134319,-117.506757
1745,large,Three,?,720617,?,Midtown,34.338219,-118.72653
1746,?,5,1.21235063878485,231157,?,Uptown,?,?
1747,5785,Three,3.5802881171737195,700026,19xx,Uptown,33.701423,?
1748,?,Three,3.379515557569044,155504,?,?,?,?
1749,10901,Three,?,598615,?,Downtown,?,?
1750,?,Three,3.7153743631128027,535321,19xx,Uptown,34.395858,-118.618046
1751,?,6,?,679360,19xx,Uptown,34.06992,?
1752,5968,Three,1.685071479286877,786514,19xx,Midtown,33.914944,-118.079154
1753,5899,Three,2.5,388699,?,Midtown,?,-118.591418
1754,large,?,2.5,683119,?,Outskirts,34.602196,-118.427288
1755,?,?,1.8116451725071072,383430,2012,Outskirts,?,-118.147527
1756,?,?,2.5,649782,19xx,Downtown,34.095714,?
1757,large,Three,3.217096797775711,641556,19xx,Outskirts,?,-117.718914
1758,4185,?,3.43774465972646,700044,?,Midtown,33.827093,?
1759,large,?,2.5,715625,?,?,?,-118.065637
1760,large,?,?,559625,1943,Uptown,?,-118.444152
1761,?,?,?,491078,1969,Uptown,?,?
1762,large,5,?,119352,1979,Downtown,34.400554,-118.991927
1763,large,?,2.5,557961,1920,Uptown,34.634686,-118.61034
1764,?,?,2.5,430593,1979,Midtown,34.695979,-118.413789
1765,large,Three,2.5,241604,1988,?,?,?
1766,4526,Three,?,338500,2017,?,?,-118.652284
1767,large,?,2.5,663897,19xx,?,?,?
1768,?,Three,2.5,287485,19xx,?,34.355326,?
1769,?,2,1.1165433093347188,380394,?,Downtown,33.728171,-118.825379
1770,large,Three,?,382729,2023,Downtown,33.723245,-118.865563
1771,?,3,2.5,126302,1941,Outskirts,33.717538,-118.598725
1772,8504,Three,?,351146,1907,Outskirts,?,-117.854578
1773,7093,6,2.5,149971,?,Downtown,34.788134,-117.875091
1774,large,6,1.2808614272018293,797347,2003,Suburbs,34.005596,?
1775,large,Three,2.1860667312261564,367360,?,Midtown,33.763893,?
1776,?,1,2.5,789894,19xx,Uptown,34.113697,-118.015176
1777,large,Three,2.5237863256140267,567061,1905,Suburbs,34.007155,-118.078584
1778,large,2,?,361642,?,Downtown,34.359752,-118.185573
1779,large,Three,?,748123,?,Midtown,?,?
1780,?,Three,2.5,541691,1917,Outskirts,?,-118.314233
1781,large,?,2.8200211939824333,485561,1975,?,33.838465,-118.42385
1782,large,Three,?,695956,19xx,Uptown,34.464116,?
1783,11398,?,?,315797,?,Midtown,34.669833,-117.664468
1784,?,6,2.78398186972284,322792,19xx,Suburbs,34.335177,?
1785,7664,?,2.5,319860,1932,?,33.855022,?
1786,large,Three,?,122785,1925,Suburbs,?,-117.983391
1787,large,2,2.5,581993,1909,?,?,?
1788,large,Three,2.5,448169,?,Suburbs,33.618248,-118.40743
1789,?,Three,2.4350441370031586,393684,19xx,Downtown,?,-118.706214
1790,?,?,?,743609,1932,Downtown,?,-118.719265
1791,large,?,1.8715380566441535,366237,?,Downtown,34.395742,-118.560401
1792,?,Three,?,181361,2014,Downtown,?,?
1793,large,1,2.5,435204,19xx,Midtown,34.783883,?
1794,large,?,2.9282143838322607,374458,?,Midtown,33.934372,-118.934703
1795,?,Three,2.5,340462,?,?,34.481276,?
1796,large,?,2.5,284557,19xx,Suburbs,34.309643,-118.463373
1797,6544,?,2.5,697942,19xx,Suburbs,33.51929,?
1798,7901,1,?,675442,1908,Downtown,34.498755,-118.845653
1799,large,Three,2.652937013663425,473972,19xx,Outskirts,?,?
1800,large,Three,2.5,303306,19xx,Suburbs,?,?
1801,large,?,?,737740,19xx,Uptown,?,-117.568477
1802,large,5,2.5,434448,?,Suburbs,?,?
1803,?,1,1.7061753439235063,602021,?,Outskirts,34.496052,-118.10133
1804,?,6,2.5,790881,?,Outskirts,33.593022,-117.601748
1805,large,6,?,794422,1903,Uptown,34.158789,?
1806,11143,?,2.5,628737,19xx,Downtown,34.775955,?
1807,8693,?,1.3261934140497473,208639,19xx,?,?,-118.148724
1808,8938,Three,2.5,236080,2010,Midtown,?,-118.968467
1809,5823,6,2.701928414309004,596691,1925,Suburbs,33.653525,-118.738721
1810,large,Three,2.5,464576,1995,?,33.906911,?
1811,11234,?,2.5,251176,1935,?,33.763047,-118.103157
1812,8229,3,?,477602,2023,Suburbs,?,?
1813,5927,?,2.5,784336,1973,Outskirts,34.601422,-117.993126
1814,6836,?,3.1657228783252767,496493,19xx,Outskirts,?,-118.486793
1815,large,Three,2.5,718939,19xx,Outskirts,?,?
1816,large,6,1.125492407502251,786624,19xx,Suburbs,?,?
1817,large,Three,2.68896109852116,453458,19xx,?,34.145529,-117.790558
1818,?,3,3.1046900029464704,716170,1953,Suburbs,?,-118.275415
1819,large,5,?,332364,?,?,34.548661,?
1820,large,Three,?,323859,1949,Outskirts,34.754526,-117.670235
1821,large,Three,2.5,121726,?,?,?,?
1822,large,Three,2.5,320875,1900,Suburbs,?,?
1823,6390,Three,2.5,383800,?,Outskirts,33.925925,?
1824,?,?,2.5,209081,1943,Midtown,34.045602,?
1825,large,1,2.5,319503,1960,?,34.200635,?
1826,large,3,3.1329896196418416,170706,2016,Uptown,34.128937,?
1827,large,Three,2.5,461870,?,Downtown,?,?
1828,11366,Three,2.5,462508,?,Outskirts,34.569898,-117.673636
1829,5679,4,3.0237751091351903,241333,1995,Uptown,?,?
1830,?,5,2.5,752340,1996,Midtown,?,?
1831,6035,Three,?,551926,19xx,Downtown,?,?
1832,large,3,?,708079,1959,Downtown,34.043124,?
1833,5775,1,?,611990,19xx,Suburbs,?,?
1834,?,Three,2.5,241882,19xx,Midtown,?,?
1835,?,?,?,639356,?,Downtown,34.635395,?
1836,?,?,2.5,452525,19xx,?,34.209145,?
1837,large,?,3.126025562669673,358341,1990,Outskirts,34.71914,-118.069176
1838,large,Three,2.5,540780,19xx,Midtown,34.668192,?
1839,9583,4,3.9001756758095674,429643,?,Uptown,?,-118.894679
1840,11928,1,2.685017636198908,454347,?,Suburbs,33.687522,-118.917953
1841,large,?,1.9055346145560683,281399,1916,Midtown,?,?
1842,large,5,3.0343909659587536,428960,1929,Outskirts,?,?
1843,large,?,2.384415623550265,459251,1967,Outskirts,?,-117.926654
1844,?,Three,?,786838,?,Midtown,?,-118.509709
1845,large,3,2.5,742677,19xx,Suburbs,34.644207,?
1846,?,Three,1.9617494814038816,622119,1971,Outskirts,34.329911,?
1847,?,?,2.5,441317,?,Outskirts,?,-117.954891
1848,7195,4,1.0363055668872085,373708,?,?,?,-118.4955
1849,6463,Three,?,113572,19xx,Uptown,33.542091,?
1850,large,4,?,113202,2011,?,34.062662,-118.420904
1851,?,Three,2.3667977102911952,460700,2001,?,?,?
1852,large,Three,?,632208,?,Midtown,?,?
1853,?,?,3.4246482550585764,451595,?,Midtown,?,?
1854,7955,?,2.5,522293,1948,?,?,-117.775968
1855,7861,?,3.933419873309382,612244,19xx,?,34.515045,?
1856,10653,Three,3.739438972547144,740302,19xx,Midtown,?,?
1857,large,2,?,309128,19xx,Midtown,34.390107,?
1858,6557,1,2.5,181313,?,Downtown,33.974488,?
1859,large,4,1.8265595002795556,687550,1976,Outskirts,?,-117.646246
1860,?,6,?,681280,1976,Outskirts,33.811693,-118.323115
1861,6503,?,2.5,310561,?,Downtown,34.11072,-118.808467
1862,4340,Three,2.359613998395243,288365,1958,Midtown,34.040627,-118.278837
1863,?,6,3.3715405309019806,223492,19xx,Downtown,34.275837,?
1864,?,Three,?,623474,?,Suburbs,?,-117.591579
1865,large,?,2.699304779213539,477776,1930,Midtown,?,?
1866,?,Three,?,599597,1908,Downtown,?,?
1867,?,Three,1.1927095104850474,465678,1984,Outskirts,33.772469,-117.56537
1868,10226,?,2.5,529354,19xx,?,?,-118.524777
1869,?,Three,2.5,603740,19xx,?,33.723156,?
1870,8490,?,2.5,678255,?,Suburbs,?,-118.261568
1871,?,Three,2.5,470422,?,Midtown,?,?
1872,large,?,2.5,415254,19xx,Outskirts,?,?
1873,4650,Three,2.5,725827,19xx,Midtown,?,?
1874,11843,Three,?,689705,1964,?,?,-118.062382
1875,?,4,?,309192,19xx,Suburbs,?,?
1876,large,5,1.4768807106949118,413855,1975,Uptown,33.97384,-118.079669
1877,large,4,3.6026299078800097,362990,1984,Midtown,34.727113,-117.796269
1878,7199,?,?,666725,2011,?,?,?
1879,9015,Three,2.5,685777,19xx,Uptown,33.599434,?
1880,large,Three,2.5,157514,19xx,?,?,-118.206398
1881,large,Three,2.5543038742882525,700534,?,Uptown,?,-118.525226
1882,large,Three,?,514588,?,Uptown,33.669294,-117.610067
1883,?,5,?,311173,1916,Suburbs,33.674021,-118.826901
1884,large,Three,3.503684122525052,564026,1982,Downtown,?,-118.701131
1885,5377,4,2.5,599676,19xx,?,?,?
1886,?,?,3.193574877780983,393354,19xx,Uptown,34.082796,?
1887,?,5,3.13844892233161,602484,19xx,?,?,-118.647088
1888,10497,?,3.715234827070514,789002,?,Midtown,?,-118.143245
1889,large,Three,2.5,730897,1997,Downtown,34.520909,?
1890,large,?,?,565571,1993,Uptown,34.248501,?
1891,?,2,?,336931,19xx,?,?,-118.24352
1892,?,?,?,103119,?,Uptown,34.762409,-118.877768
1893,10212,?,3.5011803180123846,499406,?,Outskirts,?,-117.949715
1894,?,5,1.5396043442489658,222076,1918,Uptown,?,-118.121152
1895,large,5,1.2881780508293095,673802,19xx,Downtown,34.229763,?
1896,4761,4,3.125256114642742,216344,1918,Midtown,34.343209,?
1897,?,?,2.5,125922,2001,Uptown,?,?
1898,5702,?,?,385673,19xx,Midtown,34.273326,-118.360256
1899,4458,Three,?,612848,?,?,?,?
1900,5208,6,3.7554309201683225,160848,19xx,?,33.708899,?
1901,?,1,1.6065427464060171,579187,1907,?,?,?
1902,large,Three,2.5,765515,19xx,Downtown,34.595922,?
1903,large,4,3.5077549113595743,151095,?,Uptown,33.666556,?
1904,7195,Three,?,228201,19xx,Outskirts,?,-117.904081
1905,6989,1,2.5,414881,1909,Uptown,?,-118.986653
1906,5797,Three,?,451503,?,Uptown,34.254395,-118.559239
1907,?,?,2.2952546362635777,153373,?,Suburbs,?,?
1908,?,?,?,533810,19xx,Outskirts,34.125449,-118.602145
1909,?,Three,3.3140648758374254,500688,19xx,Downtown,33.799622,?
1910,5548,3,?,566355,19xx,Uptown,33.596366,-118.766007
1911,?,?,2.5,234253,1981,Uptown,34.2161,-118.601067
1912,large,?,?,378294,1910,Downtown,?,-118.534055
1913,large,6,3.285954761838304,172624,19xx,Downtown,?,?
1914,?,3,?,179373,2000,Outskirts,?,?
1915,?,3,2.5,502056,19xx,Midtown,?,?
1916,10296,Three,2.2820443383536966,518403,19xx,Downtown,33.780582,-118.261131
1917,large,4,2.612692468214363,739441,19xx,Suburbs,34.142157,-118.025843
1918,9764,Three,2.5,727225,?,Outskirts,?,?
1919,7919,Three,2.5,796933,1907,Outskirts,34.423074,?
1920,6874,?,?,714421,19xx,Uptown,?,-118.964577
1921,6449,1,3.394703569843532,795938,19xx,?,34.241612,?
1922,?,2,?,518959,19xx,Uptown,?,-117.835127
1923,large,?,?,797400,1936,Downtown,34.459603,?
1924,?,?,1.588675892544174,291263,?,Suburbs,33.759595,?
1925,?,Three,1.9884505975966267,236026,?,Downtown,33.876096,-118.142535
1926,large,5,2.5,380235,1975,Suburbs,?,?
1927,6102,3,?,273434,19xx,Downtown,?,-118.379908
1928,large,Three,?,335805,1961,Suburbs,33.857597,-118.137047
1929,?,?,?,202885,2005,Outskirts,?,-117.638214
1930,large,?,?,177082,?,?,?,?
1931,10322,Three,2.5,204734,?,Suburbs,?,-118.261171
1932,large,?,2.5,680084,19xx,?,?,-118.430606
1933,4931,?,?,682629,19xx,Uptown,33.845884,-118.500833
1934,4549,Three,2.5,178507,19xx,Uptown,?,-117.674805
1935,large,Three,2.5,755692,?,Uptown,33.769279,?
1936,?,Three,1.3407303476973342,527450,19xx,Outskirts,33.733921,-118.606664
1937,?,?,2.5,553412,1983,Uptown,34.427607,-118.004122
1938,large,Three,2.5,204996,19xx,Midtown,?,?
1939,large,2,2.5,761996,2004,Suburbs,?,-117.757515
1940,?,Three,?,414379,19xx,Outskirts,33.828505,?
1941,large,Three,?,721972,2023,Midtown,34.733806,?
1942,5772,?,3.391389564220632,164952,1973,Midtown,33.771315,-117.803548
1943,?,?,2.5,674129,19xx,Midtown,?,-118.691136
1944,?,?,2.3505213005864594,694838,19xx,?,34.188668,-117.994165
1945,?,Three,?,262157,1943,Midtown,33.668581,-117.771484
1946,large,Three,?,444647,1984,Uptown,?,?
1947,large,?,2.5,797053,?,Outskirts,33.664392,-118.889713
1948,?,Three,?,734182,?,?,?,-118.376995
1949,7037,Three,2.5,630288,19xx,Uptown,33.530651,?
1950,large,?,2.039827466923981,173995,?,Uptown,34.717202,-117.967355
1951,large,Three,1.5614081862052158,715652,1935,?,34.380402,-118.494201
1952,?,2,2.5,256787,1964,Downtown,?,-117.534447
1953,?,5,2.823733289993603,199862,19xx,Uptown,?,-118.653891
1954,11767,?,2.880639863219659,792129,2016,?,?,-118.24585
1955,11552,?,?,162945,?,Uptown,?,?
1956,10403,6,3.983451712017331,101422,19xx,Suburbs,?,-118.4643
1957,8122,Three,?,786861,?,?,33.707486,?
1958,large,?,3.304804067857268,319300,?,Downtown,34.648347,?
1959,?,6,?,526312,19xx,Uptown,33.779098,-118.046489
1960,large,1,?,655679,?,Suburbs,?,?
1961,9621,Three,3.6790540155056286,486379,?,Suburbs,?,?
1962,large,Three,3.5137352418168133,759931,?,Outskirts,34.120351,-118.497729
1963,large,?,2.5,534519,?,Downtown,?,?
1964,?,Three,?,124585,?,Midtown,34.442366,?
1965,11342,3,1.7830881463386765,127863,19xx,Downtown,34.307155,?
1966,large,?,2.5,446589,1957,Downtown,?,-118.804056
1967,?,1,2.5,470630,19xx,Downtown,33.980268,-117.738488
1968,?,?,3.7011363703860596,562413,19xx,?,34.184048,?
1969,?,?,3.0737754790446834,174962,?,Uptown,?,?
1970,large,?,?,189451,1937,Suburbs,?,-118.361547
1971,large,Three,?,464471,19xx,Suburbs,?,?
1972,?,?,1.1331888591896997,322997,19xx,Downtown,34.496786,?
1973,?,?,2.5,521744,19xx,Uptown,34.398924,?
1974,large,?,3.678282946970564,654653,2022,?,34.577265,?
1975,?,1,2.5,291320,1938,Outskirts,34.00783,?
1976,large,?,2.5,505302,1912,?,34.513208,-117.679823
1977,large,6,?,551572,?,Suburbs,?,?
1978,10113,Three,2.5,321417,1989,Outskirts,?,-118.633599
1979,large,?,3.677299871477584,627273,19xx,?,33.755701,-118.899871
1980,10208,Three,2.5,665923,19xx,Midtown,?,-117.933691
1981,10661,Three,?,795703,1978,Uptown,?,-117.668819
1982,?,?,2.5,647062,?,Uptown,34.530241,?
1983,8518,?,?,680063,19xx,?,?,?
1984,large,1,2.5,150144,1995,Outskirts,?,?
1985,5074,?,?,308045,?,Downtown,34.102015,-117.564874
1986,?,5,?,551642,?,Midtown,?,?
1987,large,Three,3.1691072935126097,313588,1989,Suburbs,?,?
1988,?,?,2.5,627093,?,Uptown,?,-118.43023
1989,5466,Three,3.3914664596814115,660038,?,?,?,-118.316431
1990,?,5,3.1510305900544466,305137,19xx,Outskirts,?,?
1991,?,6,1.8930122219825294,516895,19xx,Outskirts,?,?
1992,large,?,2.5,185598,?,?,33.874418,?
1993,7043,Three,2.8336436390117203,379158,19xx,Downtown,?,?
1994,?,1,1.7415466182828419,795536,1960,Downtown,?,?
1995,10541,4,2.5,498991,?,Outskirts,?,?
1996,7435,1,?,483678,19xx,Outskirts,33.846444,-117.639894
1997,?,?,2.921975936931854,741040,?,Uptown,33.958113,-117.999081
1998,4214,Three,1.2389799342788756,429389,19xx,Suburbs,?,?
1999,large,Three,?,533709,2002,Downtown,34.7599,?
2000,8990,6,?,557616,19xx,Midtown,34.777442,-117.901665
2001,10041,Three,2.5,354823,19xx,?,33.871608,-117.900595
2002,?,?,?,213664,1935,Outskirts,34.660485,?
2003,large,Three,?,618478,2002,?,34.699209,?
2004,8936,5,3.298731621206308,700333,19xx,Midtown,34.148823,?
2005,large,?,?,426010,19xx,?,?,-118.218017
2006,large,Three,3.374473815512902,260865,?,Outskirts,34.386581,?
2007,large,2,?,680321,?,Uptown,33.915806,-118.42075
2008,11383,1,?,281959,?,?,?,?
2009,?,1,1.101838140311639,681394,1989,Midtown,34.680466,-118.564891
2010,?,1,?,369623,?,Suburbs,?,-118.890143
2011,large,?,2.2927398112484974,476765,?,Uptown,?,?
2012,large,4,?,549262,1927,Uptown,34.440551,-117.787368
2013,?,Three,2.5,327835,?,Uptown,34.213812,?
2014,large,3,3.3967769079276104,783852,?,Midtown,33.507837,?
2015,large,5,2.5,394890,19xx,?,?,-118.66362
2016,large,3,2.066943059274496,741237,19xx,Suburbs,34.211175,-118.569064
2017,?,Three,2.12014523214882,406608,1983,Outskirts,33.628338,-118.501362
2018,large,?,?,570692,1920,Uptown,33.537372,-118.172823
2019,large,Three,1.5639603639893123,165862,2005,Suburbs,?,?
2020,large,?,2.5,194109,?,Uptown,34.245392,-117.744334
2021,5174,?,2.5,237880,19xx,Downtown,34.663757,?
2022,large,?,3.928976407672755,402903,2008,Outskirts,33.603213,?
2023,?,?,?,447943,?,Uptown,?,?
2024,5034,?,?,492222,?,Midtown,34.65014,-117.633638
2025,large,Three,2.883126202507766,240714,?,Midtown,33.693355,-118.078665
2026,?,Three,2.5,524828,19xx,Outskirts,34.020222,-118.533094
2027,7481,6,?,107810,19xx,Midtown,?,?
2028,?,6,?,637722,2008,Outskirts,34.077843,?
2029,?,2,?,529640,19xx,Suburbs,33.82944,?
2030,9435,5,2.1727098262911517,644643,1926,Outskirts,?,-118.501498
2031,4473,?,?,330400,19xx,Uptown,34.377749,-118.921154
2032,large,Three,?,628354,19xx,Uptown,?,?
2033,7099,4,1.8703031768810157,495694,?,Outskirts,34.357514,?
2034,large,?,?,401985,19xx,Midtown,34.377887,-118.471525
2035,6030,?,1.3469265497145613,210837,?,Outskirts,34.460333,-118.384013
2036,?,5,?,581025,?,Midtown,?,-118.626581
2037,7586,6,2.5,267212,?,?,?,?
2038,large,Three,2.5,394871,19xx,Midtown,34.394621,?
2039,7929,Three,2.5,645724,19xx,Outskirts,?,-117.575647
2040,large,4,1.315628754026215,157075,?,Outskirts,34.015077,?
2041,?,Three,1.025410319676472,508998,1914,Midtown,?,?
2042,?,Three,2.5,354440,1970,Downtown,?,-118.555369
2043,large,4,?,484778,2001,Downtown,33.840057,?
2044,large,?,?,270208,19xx,Midtown,34.307161,-118.661241
2045,?,?,2.5,166928,1941,?,34.034474,-117.581727
2046,large,3,1.8787620354059307,292195,?,Midtown,?,?
2047,4473,Three,?,446326,19xx,Midtown,33.84781,?
2048,large,2,2.5,181702,?,Outskirts,?,?
2049,?,1,2.5,792486,1970,Downtown,34.365921,?
2050,large,Three,2.5,508285,?,Downtown,34.196154,?
2051,large,Three,1.04730973657541,762807,?,Outskirts,?,-118.978855
2052,?,2,3.724107296132449,118532,19xx,Outskirts,?,?
2053,?,?,1.391215728783489,554179,?,Uptown,33.919113,?
2054,9407,?,?,578353,19xx,Downtown,?,-117.684095
2055,?,Three,1.5407865997902612,154193,?,Downtown,34.391191,-117.647312
2056,?,?,?,354546,19xx,Downtown,?,?
2057,large,3,?,566834,?,Outskirts,34.122748,?
2058,4025,?,?,333584,?,?,34.625498,-118.025865
2059,large,?,?,381381,?,Outskirts,?,-118.773671
2060,5008,?,2.5,109394,1948,Midtown,34.446297,-118.889165
2061,?,4,2.416576092603,664007,?,Outskirts,?,-118.851335
2062,6258,?,?,401256,19xx,Uptown,34.709771,?
2063,10208,6,2.5,286387,19xx,Suburbs,34.21095,-117.699502
2064,large,5,?,795152,1901,?,?,-118.876773
2065,?,?,?,638610,?,Suburbs,?,-117.965639
2066,?,?,2.5,173504,1906,Midtown,?,-118.269879
2067,large,?,?,560254,?,Midtown,33.741697,-118.830084
2068,large,?,?,674677,?,Midtown,?,-118.580006
2069,large,Three,2.5,239195,1902,Outskirts,34.643529,?
2070,large,5,1.5045542075160245,308369,19xx,Uptown,34.212106,?
2071,?,?,2.5,413879,19xx,Midtown,?,?
2072,?,Three,2.5,742038,?,Downtown,?,-118.659186
2073,large,?,2.404304559228545,174675,?,?,34.244396,?
2074,6413,?,?,253296,1930,?,?,-117.939513
2075,?,Three,?,708536,19xx,?,?,-118.698447
2076,7042,Three,1.073154057904835,363815,?,Uptown,34.406027,?
2077,?,Three,2.5,429691,2013,Downtown,?,?
2078,large,Three,2.5,575212,19xx,Uptown,?,?
2079,large,?,2.5,201973,?,Outskirts,?,-118.601737
2080,?,Three,2.5,412627,2000,Outskirts,?,-118.479222
2081,large,Three,3.5130025317959186,347413,1975,Downtown,?,-117.586468
2082,?,5,2.5,684089,19xx,Downtown,?,-117.935645
2083,?,?,2.5,390698,?,?,?,-118.784732
2084,large,Three,?,774198,?,Uptown,33.675918,-118.536801
2085,large,?,?,171591,1981,Suburbs,34.470607,?
2086,5583,1,?,688267,1938,?,?,-118.331149
2087,large,3,?,308957,?,?,33.58742,?
2088,?,Three,1.5599807963338432,241200,?,Outskirts,34.197612,?
2089,?,5,?,763099,19xx,Midtown,?,?
2090,?,?,1.7967780629548966,142593,1987,Uptown,?,?
2091,?,Three,1.0564172982015974,247557,19xx,Midtown,33.956457,?
2092,6490,?,?,282291,2020,?,34.556497,?
2093,large,1,?,797315,?,Midtown,34.411811,-118.256597
2094,large,1,2.5,114742,?,?,33.698969,?
2095,large,3,2.5,766090,?,Outskirts,33.969693,-118.977778
2096,6353,Three,?,723167,19xx,?,33.932724,-118.717249
2097,large,4,2.5,349191,2014,Downtown,?,?
2098,5859,?,1.025297911534302,184347,?,Suburbs,?,-117.933888
2099,large,?,2.7205259707064444,177840,19xx,Downtown,?,-117.858963
2100,?,Three,2.5,413063,19xx,Uptown,?,-117.846882
2101,large,3,2.5,792591,2012,Downtown,?,?
2102,5312,?,?,451429,19xx,Midtown,34.180533,-118.740971
2103,?,1,2.0805773809915724,220444,?,Uptown,33.680533,?
2104,large,?,2.5,515187,19xx,Downtown,33.81807,-118.286669
2105,9416,Three,3.651827064635305,614110,?,?,34.129904,?
2106,9689,6,?,694336,1980,Suburbs,?,-118.129742
2107,?,Three,2.5,473679,19xx,Suburbs,?,-118.403327
2108,large,6,1.0629571767047277,363955,1912,?,?,-117.871548
2109,?,Three,2.5,490964,1957,Outskirts,?,?
2110,?,Three,?,253838,1967,Outskirts,34.218896,-118.711635
2111,large,Three,1.077100757981421,624691,1980,Uptown,34.201454,?
2112,?,?,2.4764818337071217,468388,?,Downtown,?,-118.317365
2113,9456,Three,?,555920,2020,Downtown,34.590327,?
2114,large,?,?,321270,1912,Downtown,34.328636,?
2115,large,?,?,164475,1986,?,34.104498,?
2116,6947,?,2.5,440903,1936,Outskirts,34.46818,-118.006849
2117,5837,4,?,699534,?,Uptown,?,-117.574799
2118,6058,?,2.5,643263,?,Outskirts,?,?
2119,?,Three,?,101462,?,Suburbs,?,?
2120,6894,3,2.112350452521019,238898,19xx,?,?,?
2121,large,Three,2.5,749646,19xx,Outskirts,34.589203,-117.748578
2122,7404,?,2.5,514355,?,Downtown,34.546155,-118.784221
2123,large,Three,2.5,130404,19xx,Midtown,?,-118.139948
2124,4716,?,3.80544961853581,232596,?,Outskirts,?,?
2125,10020,?,2.1865503094024987,717544,19xx,Outskirts,34.703121,?
2126,6052,?,2.5,179755,?,Suburbs,34.655335,?
2127,large,?,?,558707,19xx,Downtown,?,-117.649018
2128,large,5,?,514943,?,Uptown,33.870575,-118.849858
2129,6482,6,?,557753,?,?,34.222722,-118.816719
2130,large,1,?,679655,?,Suburbs,?,-118.333511
2131,?,?,1.055439744700374,713300,19xx,Outskirts,34.333378,-118.103545
2132,large,3,1.6165675142970424,232229,?,Downtown,?,?
2133,large,?,2.5,351534,1974,Uptown,33.751396,-118.23441
2134,large,?,2.1153245271786285,415834,?,Downtown,?,-118.202361
2135,8349,3,3.8556364600656376,677640,?,Uptown,?,-118.303034
2136,large,1,?,367620,19xx,Outskirts,?,?
2137,large,3,2.2884880636689418,782731,?,Outskirts,?,-118.864362
2138,?,?,2.5,798132,?,Uptown,?,-117.838253
2139,4395,6,3.9338459477991434,385445,1941,Uptown,34.35768,-118.425444
2140,?,4,2.5,636739,?,Suburbs,33.675407,-118.316434
2141,11543,?,3.486283882043803,545942,?,Midtown,?,?
2142,large,?,?,716034,?,Downtown,33.717219,-118.793058
2143,large,Three,1.4384787603576008,461195,1969,Suburbs,?,?
2144,11559,Three,2.5,206064,?,Suburbs,?,-117.901288
2145,10395,?,2.5,343288,1998,Uptown,34.0393,-117.873616
2146,large,?,2.5,675985,?,Suburbs,?,-117.873299
2147,7056,3,?,318635,?,Outskirts,34.339899,?
2148,7489,?,2.5,663530,?,?,?,?
2149,?,1,2.628554621919684,402899,?,?,?,-118.896305
2150,large,Three,2.5,573925,19xx,Midtown,?,?
2151,?,?,?,261424,2007,?,34.694918,-118.781267
2152,?,?,2.5,637969,19xx,Downtown,34.135708,-118.241742
2153,?,6,2.5,300430,1973,Uptown,34.600009,-117.546833
2154,9723,Three,2.160008154704684,160051,1945,Suburbs,34.236481,?
2155,?,1,2.5,144603,19xx,Downtown,34.288257,?
