ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
2025,,Three,2.5,,,Downtown,,-118.723423
2026,large,,1.7493607658930634,?,,Downtown,,
2027,5979,Three,,?,2023,,,
2028,7512,2,2.5,?,19xx,Suburbs,34.004178,-118.876384
2029,6098,,2.214595467032538,,19xx,Uptown,33.539509,
2030,8835,,2.5,,1975,Outskirts,,-117.887398
2031,,Three,1.0936813240276877,475314,,Downtown,34.117762,-118.014185
2032,,6,2.5,?,,,,-117.996583
2033,large,Three,1.015063808528464,?,19xx,Suburbs,,-118.200457
2034,,Three,2.5,,1964,Suburbs,,
2035,,,2.5,193049,,Midtown,33.599985,-117.688928
2036,large,3,,229403,1921,Midtown,33.780755,
2037,large,1,,,19xx,,,
2038,8403,3,2.5,?,19xx,,,
2039,large,,1.0522645014161833,?,1998,,,
2040,large,,,430832,1928,Downtown,34.471354,
2041,6981,,,,19xx,Downtown,33.693648,
2042,10622,,2.5,601715,19xx,,,
2043,,Three,,?,,Downtown,,-118.219477
2044,4360,1,3.0407035301734875,?,,,33.737888,
2045,large,Three,,384318,19xx,,,
2046,,,,483163,,,,
2047,11080,,,,1950,Outskirts,,
2048,,3,,?,19xx,Uptown,,-118.498397
2049,large,2,2.5,,1985,Outskirts,33.984826,-117.925428
2050,,,,786216,19xx,Outskirts,34.76014,-118.10262
2051,large,Three,2.5,301374,,Suburbs,,
2052,large,1,,690878,19xx,Outskirts,,
2053,9708,5,2.002010355835032,368737,19xx,Midtown,,
2054,large,Three,1.8363108064290725,268192,1964,Outskirts,,
2055,4269,,,?,,Outskirts,33.758951,
2056,large,3,3.963145865333324,?,,Uptown,34.270141,
2057,,Three,2.5,?,,,33.549218,
2058,4578,,2.5,413774,19xx,Outskirts,34.26049,
2059,,2,,,,Suburbs,,-118.837981
2060,,2,,?,19xx,,,-118.233582
2061,large,Three,2.5,728242,,Downtown,,
2062,large,Three,2.5,?,2010,Midtown,33.765,-117.794555
2063,large,Three,,?,,Downtown,34.13502,
2064,large,Three,,?,1979,Suburbs,33.999139,
2065,,Three,,246523,19xx,Suburbs,34.194223,-118.787209
2066,,Three,2.5,133649,19xx,,34.078493,-118.822155
2067,8810,3,,,,Downtown,34.790137,
2068,large,,1.7394897435442052,,,Uptown,33.945789,-117.63985
2069,9998,Three,2.5,?,19xx,,,
2070,5555,1,,,,,33.632555,
2071,6140,Three,2.5,608727,,Uptown,,
2072,,,,,19xx,Midtown,34.271145,
2073,9184,Three,2.5,?,19xx,Downtown,34.463123,-118.154771
2074,6406,,,,2011,,,-117.937982
2075,7397,,2.5,514618,19xx,,,
2076,large,5,,319139,,Midtown,34.386436,-118.356878
2077,,,2.5,,19xx,Downtown,,
2078,large,Three,2.5,,19xx,Uptown,34.460782,
2079,large,4,,699354,19xx,Suburbs,34.260829,
2080,large,1,2.5,?,19xx,,,
2081,large,Three,,?,1977,Midtown,34.729907,
2082,,Three,2.5,,19xx,Outskirts,33.636373,
2083,large,Three,2.5,?,19xx,Downtown,34.224411,-118.34625
2084,10771,,2.300638802515947,?,1902,Outskirts,,-117.545963
2085,large,Three,2.4797561054824087,?,19xx,Uptown,,
2086,,,2.5,,,Downtown,34.094575,
2087,,3,3.6987662002882793,,,Outskirts,,
2088,large,Three,1.3261217028938543,,,Suburbs,34.076545,
2089,large,,2.5,,19xx,Uptown,34.392274,-117.910151
2090,8608,Three,,?,2001,Uptown,34.414004,
2091,,4,2.5,?,1941,,,-117.604018
2092,,,3.9830579364037266,729027,,Outskirts,,-118.906822
2093,11711,,2.5,,1908,Downtown,34.127158,-118.919544
2094,large,Three,3.8669342480589863,238656,1935,Downtown,34.558133,
2095,8702,5,,333396,19xx,Uptown,33.768762,-118.798778
2096,,,3.5132823402891975,406872,19xx,,33.976418,-117.609615
2097,large,Three,3.8222584048769166,536067,2008,,,
2098,7476,,,?,1963,Suburbs,34.319546,-118.738893
2099,,Three,3.994716647357506,,19xx,Outskirts,34.181346,-117.710887
2100,7570,3,,?,,Midtown,,
2101,large,3,2.5,,,Midtown,,
2102,,,2.5,,,Midtown,34.648307,-117.821195
2103,large,Three,,597110,,Midtown,33.51016,-118.223239
2104,,2,2.5,,19xx,Downtown,34.016836,-118.10952
2105,5845,4,,457282,19xx,Midtown,34.099168,-117.885252
2106,9099,,,?,1998,,,
2107,5928,,2.5,?,,Downtown,,-118.367128
2108,9514,Three,,207960,19xx,,,
2109,large,Three,,?,19xx,Outskirts,,
2110,10763,2,2.3902719399453773,,,Suburbs,,-117.504837
2111,9707,3,2.5,,,Suburbs,,
2112,large,Three,1.8898934447822442,,1920,Uptown,34.048953,-118.178507
2113,large,1,2.188437825631526,?,,,34.632161,-118.94223
2114,,Three,,,,Outskirts,34.561287,-118.012175
2115,6843,Three,1.129785406164249,?,1922,Outskirts,,
2116,10744,Three,,?,19xx,,,
2117,large,Three,2.4057855667603474,442994,19xx,Downtown,,-118.021111
2118,large,,2.375173247844872,124001,19xx,Uptown,,-118.446661
2119,5425,3,1.2399986821615894,,19xx,Uptown,,-117.501819
2120,,1,1.348988294391841,,19xx,Outskirts,33.996733,-117.913693
2121,large,,2.5,?,19xx,Outskirts,,-118.579225
2122,4597,2,2.5,,1958,Downtown,34.397088,-118.590811
2123,,Three,2.5,776018,,Outskirts,,-117.729698
2124,,Three,2.5,,19xx,Suburbs,34.569156,
2125,,,2.5,141747,,Uptown,,-118.7027
2126,4768,3,2.298778424576147,?,19xx,Suburbs,,
2127,,3,2.119749808138644,,,Suburbs,,-118.225174
2128,large,Three,1.429096880849279,?,,Suburbs,33.887946,-118.614481
2129,5271,2,,?,19xx,Downtown,34.0994,
2130,large,1,1.967827530205148,?,1907,Uptown,34.729585,-117.849851
2131,9754,,,320346,1940,Outskirts,33.678405,
2132,,Three,2.5,,2013,Uptown,,-118.580831
2133,,Three,2.5,395717,1974,Outskirts,,
2134,11163,3,1.52438242187612,222762,1925,Suburbs,,-117.637331
2135,large,,2.5,?,1900,Outskirts,,-117.632324
2136,large,Three,1.2005059824250186,664473,,Suburbs,,-117.911142
2137,,6,,?,19xx,Downtown,34.04325,-117.51625
2138,10600,Three,1.3601511203245873,490852,,,33.531409,
2139,4490,,3.7530752880753906,384817,19xx,Outskirts,33.570306,-118.748805
2140,11510,4,2.5,,19xx,Midtown,,-118.225545
2141,large,,2.5,,,Outskirts,,-118.6085
2142,4691,2,2.5,266345,,Outskirts,33.708814,-117.501379
2143,,2,2.5,505725,,Outskirts,33.817541,-118.190754
2144,large,Three,2.090271405345259,,19xx,Suburbs,34.084231,
2145,5526,,,?,1952,Downtown,34.574054,-118.975977
2146,,Three,2.5,,,Downtown,34.430575,
2147,,,1.2351596119080162,?,1948,Outskirts,,
2148,10328,,2.5,472936,19xx,,34.713704,
2149,large,,2.5,,1958,Suburbs,33.676774,-118.109741
2150,large,Three,2.5,774684,19xx,,,-117.636148
2151,6474,Three,3.528586962244096,688968,,Uptown,,-118.725998
2152,,Three,,?,19xx,Downtown,34.50707,-117.752129
2153,5610,4,,?,19xx,Uptown,,-117.760096
2154,,6,2.5,,,Midtown,34.426998,-117.784733
2155,large,6,,?,,Uptown,,-118.227466
2156,large,6,,778756,19xx,,34.731535,
2157,5178,,2.5,,19xx,,,
2158,,,2.5,,1980,Outskirts,,
2159,,1,2.647796801583406,347982,,,34.50628,-118.238979
2160,large,4,1.474061269757753,?,19xx,Midtown,,-118.712949
2161,,3,1.3337374818179937,?,,Suburbs,,-118.910945
2162,7065,Three,,485656,,Downtown,,-117.795529
2163,,3,2.392741428889852,371172,,Downtown,,-118.374416
2164,11092,1,,,19xx,Midtown,34.50045,-117.802738
2165,9708,4,2.5,408791,1952,Uptown,,
2166,10542,6,2.5,?,1911,Uptown,,-117.708525
2167,,,2.5,,1911,,,
2168,4434,2,2.5,?,,Downtown,33.763262,
2169,,5,,338494,19xx,Uptown,,
2170,large,,,,19xx,Outskirts,,-118.043211
2171,,,3.6616754242066265,246627,19xx,,,
2172,8982,Three,2.077054001606885,,,Suburbs,,-118.589641
2173,5105,Three,,?,1925,Midtown,34.246387,-118.128314
2174,,5,2.6330309930941813,465274,,Downtown,,
2175,5599,Three,2.5,?,1997,Outskirts,34.416812,-118.908166
2176,large,,,?,,Downtown,,
2177,,6,2.5,?,19xx,Uptown,34.750126,-117.52732
2178,large,5,,,,Uptown,34.635576,-117.809631
2179,large,1,,,,Downtown,,
2180,4967,,2.329302218926889,,2008,Suburbs,34.725943,-118.251312
2181,large,,2.5,646192,2004,,,
2182,11347,2,1.0857676572119148,,19xx,Downtown,33.708226,-118.475628
2183,large,,1.7377927812533573,?,19xx,Suburbs,,-118.098032
2184,9468,4,2.5,242249,1960,Uptown,,-118.62833
2185,large,,2.2144475850326595,?,,Downtown,34.264085,-117.506244
2186,8136,Three,2.5,,1937,Suburbs,33.952724,
2187,10650,2,,?,,Uptown,,
2188,large,,,149733,1999,Downtown,,-118.878119
2189,10676,,2.8732495290513542,693944,,Uptown,,-118.768531
2190,9218,Three,2.5,,,Uptown,34.453953,-118.432
2191,large,Three,1.7265461643360194,644097,,Suburbs,,
2192,9698,3,,?,19xx,,,-118.126656
2193,large,,2.5,,19xx,Uptown,34.552793,-118.500669
2194,,5,2.5,?,,Downtown,,
2195,,5,1.4389590866140225,?,19xx,Suburbs,,
2196,,,2.5,?,19xx,Outskirts,,
2197,11324,Three,2.5,550941,1988,,33.983805,
2198,,Three,2.5,,1931,Outskirts,33.905344,
2199,5610,3,,?,19xx,Downtown,33.824784,-118.642949
2200,4285,Three,2.5,645696,1939,Outskirts,34.26067,-118.554277
2201,7139,Three,3.1117953979404374,,1929,,,
2202,large,6,2.5,,1921,Outskirts,34.171063,
2203,large,,2.5,,,Downtown,,-117.808852
2204,5026,,2.652727491896056,631242,1948,,33.635984,
2205,,,2.5,371321,,Outskirts,34.750588,
2206,large,3,,?,1915,,,-118.30795
2207,large,,2.5,?,,Midtown,34.342416,-118.943819
2208,large,Three,,?,,Downtown,34.624367,-117.934686
2209,,4,2.5,,19xx,Outskirts,,-118.090757
2210,,Three,2.6212249029338546,,,Outskirts,34.407102,
2211,,,,,19xx,,,-118.390004
2212,9764,2,,?,19xx,Uptown,,-118.179056
2213,large,Three,1.1155748188574464,,,Suburbs,34.639576,
2214,,,1.215659039083727,150785,,,34.04199,-118.439769
2215,,3,2.5,,,Outskirts,,-117.641913
2216,large,,,115917,,Midtown,,
2217,,,2.663785098280231,?,1918,Suburbs,,
2218,7781,,3.699518927819733,?,,Uptown,34.380838,
2219,large,6,2.5,242373,,Uptown,,-117.513153
2220,,Three,3.4124005333584,?,19xx,,33.553849,
2221,11801,Three,,,19xx,Downtown,,-118.523752
2222,large,,1.0660872180190792,,,Downtown,,-117.884805
2223,6209,Three,,,19xx,Uptown,,
2224,7149,Three,,703103,1952,,34.220658,
2225,,1,3.9247279190479953,?,19xx,Suburbs,,
2226,,Three,2.5,,19xx,Outskirts,33.907372,-118.353709
2227,,1,2.5,269306,19xx,Downtown,34.111368,
2228,7624,2,1.4295627501888803,168872,2023,Midtown,,-118.161245
2229,,,2.5,,1981,Downtown,34.495802,
2230,large,4,2.5,?,19xx,,34.411956,
2231,large,Three,,,1947,Midtown,34.192395,-118.442006
2232,large,Three,2.933629059626771,,,Outskirts,33.670736,
2233,11792,Three,,675133,,Outskirts,34.731125,-118.010436
2234,,,1.9119756535945553,557426,1934,Suburbs,34.762413,
2235,,,,?,1950,Outskirts,,-118.742628
2236,,Three,2.5,292300,19xx,Suburbs,33.857348,
2237,,,1.2340449677911804,770236,,,33.720853,
2238,5083,3,2.0614467821081868,468756,,Uptown,,-117.833885
2239,7218,,,,19xx,Outskirts,,
2240,large,,,,19xx,Outskirts,34.735838,-118.726853
2241,5029,6,2.3512064691613257,543840,19xx,Uptown,,-118.009295
2242,,3,3.542561573625946,?,,Downtown,33.742679,
2243,large,Three,3.593817127809335,131139,,Suburbs,34.619238,-118.448936
2244,11895,,2.5,?,2003,Suburbs,,-118.627112
2245,6905,5,3.6998197187993833,324573,,,,-118.341119
2246,10807,5,2.5,?,19xx,Uptown,,
2247,,,2.5,308298,19xx,Suburbs,,-118.564129
2248,,Three,,,,Downtown,33.562798,-118.87418
2249,4785,,2.5,,19xx,Midtown,,
2250,11172,Three,2.103448915101687,516227,1998,Outskirts,34.530405,-117.704695
2251,large,,2.6946847610163607,?,1920,Downtown,34.707604,
2252,11553,,2.5,?,1959,Suburbs,33.970897,-118.840267
2253,5710,,,,1993,Uptown,34.224904,-117.70835
2254,large,5,3.296090621924928,296162,,Outskirts,34.08755,
2255,,2,2.5,120561,,Suburbs,34.431219,-118.116245
2256,large,,3.654027012326841,,19xx,,,-118.37469
2257,large,Three,,?,,Uptown,34.756172,
2258,5082,6,1.8472114114272649,,19xx,Downtown,33.615638,-117.570421
2259,6240,Three,,,,Midtown,,-117.698556
2260,6470,2,2.5,?,,Uptown,,
2261,10209,,,,,Downtown,33.820154,
2262,11684,Three,,,1904,Outskirts,,-118.863142
2263,,6,3.5938712003855597,,1947,Outskirts,34.082583,
2264,,Three,,,19xx,Downtown,34.475504,
2265,4523,6,2.456379085114431,?,,Downtown,,-118.763554
2266,large,,2.673489839179421,?,19xx,,34.132227,-118.028901
2267,,,3.2236933949722375,,1950,Suburbs,34.206005,-118.572893
2268,large,Three,,,1955,,,-118.934628
2269,6670,Three,1.3822433322576395,?,,,33.954021,
2270,,Three,,,19xx,Uptown,34.686241,-118.608217
2271,,4,2.5,580887,19xx,,33.915683,
2272,,Three,,,19xx,Suburbs,34.353705,-118.324783
2273,,6,,?,19xx,Suburbs,,
2274,8273,,,,2003,Outskirts,34.714192,-118.833749
2275,,4,,216391,2014,Suburbs,,-118.351097
2276,large,4,,,19xx,Uptown,34.325249,
2277,8048,,2.6651492634895946,?,19xx,Outskirts,34.07273,-117.922013
2278,large,,2.5,,2004,Uptown,,
2279,11334,6,,?,,Downtown,34.735074,
2280,8130,4,2.5,201164,1960,Midtown,,-117.913977
2281,large,Three,2.5,?,1943,Uptown,34.126987,
2282,,,2.5,,1981,Outskirts,,-117.999227
2283,large,5,2.5,,,Suburbs,,
2284,,2,,,1909,Uptown,,
2285,large,6,3.175320259335405,,19xx,,33.502488,-118.046241
2286,5027,,3.56550623956665,,2017,Outskirts,,-118.061894
2287,4908,,,460964,19xx,Outskirts,,
2288,6676,Three,2.5,231033,19xx,Midtown,34.566937,-118.083317
2289,large,1,,,1919,Uptown,,-117.631442
2290,6057,,,?,19xx,Suburbs,,-117.731841
2291,large,,,720832,19xx,Downtown,33.810239,
2292,,Three,2.5,?,19xx,,,-118.408485
2293,5257,,2.5,556312,19xx,Suburbs,,-118.241676
2294,6639,,,?,,Suburbs,33.667085,
2295,9124,1,2.5,?,19xx,Uptown,,
2296,8222,Three,2.5,?,19xx,Outskirts,,
2297,5371,,,,1957,Uptown,33.944172,
2298,,2,,?,19xx,Uptown,,-118.927665
2299,large,4,2.5,,,,,
2300,8418,Three,,?,19xx,Downtown,34.134408,
2301,,6,2.5,,,Outskirts,33.674798,-117.543482
2302,11348,,,,,Suburbs,,
2303,large,5,2.5,713061,19xx,Outskirts,33.812269,
2304,large,5,2.5,?,19xx,Downtown,,
2305,large,,2.5,479894,1961,Downtown,,
2306,,Three,3.0826310455995616,436719,19xx,Outskirts,34.212467,-117.658982
2307,,Three,2.3212178223303264,,1961,Midtown,33.789335,
2308,large,Three,3.329750797132988,?,19xx,Uptown,33.942769,
2309,,,,116766,19xx,Suburbs,33.911365,
2310,large,,1.451245724345024,,19xx,Suburbs,34.789353,
2311,,1,3.3059457381708297,?,1989,Outskirts,34.776352,-118.868029
2312,10259,3,3.5385445943165674,?,,Downtown,33.999554,
2313,large,,3.9064953877949993,?,19xx,Outskirts,,-117.887229
2314,5166,Three,1.1819497082617971,,19xx,Uptown,33.59842,-118.476558
2315,11757,4,,699818,,Outskirts,,-118.173317
2316,10984,Three,3.638589141209583,?,19xx,,33.696643,-118.925209
2317,large,4,,?,19xx,Suburbs,,
2318,large,,2.907177183364902,294951,1966,Outskirts,,-117.918011
2319,9537,Three,2.8068356816556546,552096,,Downtown,,
2320,,Three,,,,,34.218685,-118.760009
2321,large,Three,,?,19xx,Suburbs,,
2322,,,2.5,127926,2002,,34.078548,-117.576753
2323,7960,4,2.5,?,,Midtown,,-117.815509
2324,7000,Three,2.1437603655768904,?,1918,,,
2325,,Three,2.5,,19xx,Downtown,33.849556,-118.519776
2326,large,Three,1.3528481955663383,,19xx,Uptown,,-118.505576
2327,,,,,,,,
2328,large,,2.5,?,1991,Midtown,,-118.750108
2329,11602,,2.340620515948337,,1923,Suburbs,34.287265,
2330,5950,2,,280239,,Suburbs,,-118.943194
2331,large,Three,,,1927,Midtown,,
2332,,Three,2.856851072712702,?,19xx,Suburbs,,-117.843247
2333,large,3,,?,1984,Downtown,,-118.997675
2334,,5,,,1960,Outskirts,,-117.890963
2335,,,2.5,,19xx,Uptown,,
2336,large,Three,3.0469765394486354,?,19xx,,,-118.732309
2337,8267,1,2.2019520621006325,264817,19xx,Outskirts,34.519691,
2338,,6,,?,1928,Outskirts,34.798777,-117.706395
2339,7115,1,2.5,145134,1916,Outskirts,,-117.954211
2340,large,,2.5,?,,Suburbs,34.755741,
2341,large,Three,3.301836781245669,,,Midtown,,-118.465775
2342,large,,2.5,,,Uptown,,
2343,10538,,1.7040889719918884,122981,19xx,Outskirts,,
2344,11148,1,3.6493460772469737,381370,19xx,Downtown,,-118.958158
2345,large,Three,2.5,?,1948,Downtown,,-117.944415
2346,8606,,2.5,,1955,,33.932841,
2347,7436,,2.5,367476,1934,Downtown,,
2348,,,1.839812665884836,,,Suburbs,33.915532,
2349,,1,2.5,282409,19xx,Outskirts,,-118.908435
2350,4883,4,1.0551608578374752,?,,Outskirts,34.239121,-117.960567
2351,7213,,,?,,Midtown,33.851315,
2352,,,,418608,19xx,Suburbs,,
2353,10752,,2.9349304530534193,,1953,Downtown,,
2354,large,,2.5,,2017,,,
2355,large,2,,?,1932,Downtown,,-117.765177
2356,large,3,,403282,19xx,Suburbs,,-118.96122
2357,4888,4,3.0522591537182144,?,19xx,Suburbs,,
2358,6352,4,2.5,,19xx,Uptown,34.664174,
2359,7018,2,3.314723217697747,,19xx,Uptown,34.775161,-118.642533
2360,large,Three,,519294,19xx,Outskirts,,
2361,5706,Three,,505519,,,33.599175,-118.843372
2362,large,Three,,?,1935,Uptown,,
2363,11836,1,,,2014,Suburbs,34.299533,
2364,,,1.1969544264325909,?,1921,Downtown,,
2365,large,2,2.5,253008,,Suburbs,34.236896,-117.574954
2366,large,2,,,,Outskirts,34.628706,
2367,,Three,3.5899114609127767,?,1902,Outskirts,34.516523,
2368,large,,1.5853210926619536,?,,Outskirts,34.297796,-117.780917
2369,large,,,701680,,,34.443936,
2370,10900,,2.5,134530,19xx,Downtown,33.751756,-117.53041
2371,,,3.482364707116469,782467,1991,Uptown,,
2372,,3,,662238,,Downtown,,
2373,large,Three,2.5,437003,,Outskirts,,-118.493658
2374,9416,,2.6295674361650545,,,Downtown,34.270729,
2375,,Three,2.5,652839,19xx,Outskirts,34.191876,-118.968493
2376,10204,,2.600897121443446,?,1921,,,-118.115026
2377,,,2.83350791252013,633496,,,,
2378,large,6,1.1894403012352512,,1952,Downtown,,-117.804518
2379,,Three,,,,Outskirts,,-118.828166
2380,large,Three,,?,19xx,Suburbs,,
2381,,6,,?,19xx,Downtown,34.346693,-118.014299
2382,large,,,,19xx,Downtown,,-117.853638
2383,large,,2.5,,19xx,Suburbs,34.211955,
2384,,2,1.8431474548995967,476492,1965,Suburbs,,
2385,7349,Three,2.5,?,19xx,Downtown,,-118.735744
2386,8652,Three,,,1907,Downtown,,
2387,,,2.5,?,19xx,Uptown,,
2388,9789,5,2.5,,,Uptown,33.511205,-117.99031
2389,11081,Three,,,,Outskirts,33.679693,
2390,,Three,,,19xx,Suburbs,,-117.666091
2391,,,1.9957039320341892,?,19xx,Uptown,,
2392,5104,,1.3304565008392073,,,Midtown,,-118.637957
2393,4463,4,3.237463796758439,?,,,,-117.767034
2394,large,Three,2.5,,,,34.284221,
2395,7339,6,2.5,?,19xx,Downtown,,-118.801519
2396,large,Three,3.762472930551815,,,,,-117.739305
2397,large,,2.5,,19xx,Midtown,34.242757,-118.089055
2398,6406,,2.2184318126609615,?,2001,Suburbs,34.793217,
2399,,,3.884685243990138,267618,19xx,Outskirts,34.363609,
2400,9706,,2.5,,19xx,Downtown,33.689914,
2401,large,Three,2.5,?,,Downtown,,-118.741687
2402,9893,Three,2.1666568530533095,799633,19xx,,33.52155,
2403,large,Three,2.5,201165,19xx,Uptown,,
2404,,Three,2.5,603400,1956,Downtown,,-118.609012
2405,large,Three,,,19xx,Suburbs,34.611569,
2406,,Three,,,19xx,Downtown,33.726172,
2407,,Three,1.25491935405589,,,Suburbs,33.525803,
2408,6757,,3.2656651889337454,663379,,Downtown,,
2409,,3,1.1777731682305093,788517,,Outskirts,,
2410,large,,2.5,,1968,,,
2411,large,,2.5,381554,19xx,Outskirts,33.791694,-117.84829
2412,,,2.5,,,Downtown,33.571785,-118.356834
2413,6338,,,704460,19xx,,34.279206,
2414,11891,Three,2.5,246076,19xx,Downtown,,
2415,5825,Three,2.5,?,,Downtown,,
2416,,Three,,557219,19xx,Uptown,34.67971,
2417,,,3.162452270395341,257915,,Uptown,33.782576,
2418,large,Three,,657876,,Uptown,34.254679,-118.940736
2419,large,,2.155670444128912,?,,Downtown,33.874026,
2420,7873,5,1.192049682514122,?,19xx,Downtown,,
2421,7206,5,2.5951339319307856,379579,1912,Uptown,,-117.923559
2422,8073,Three,2.2826806812464406,319980,,Outskirts,,-118.343062
2423,10731,,2.5,?,1942,Downtown,34.645145,-117.674314
2424,6918,5,3.861402127306392,,,,34.233679,
2425,,,2.5,?,19xx,Suburbs,,-118.309107
2426,,,3.478194919638511,725023,19xx,Outskirts,,
2427,5821,Three,3.8454110843069094,?,19xx,Outskirts,34.441017,
2428,large,Three,,493579,1960,Outskirts,,-117.78676
2429,5512,6,2.5,,1926,Midtown,34.752009,
2430,,Three,2.058141424897002,171909,,,,-118.894124
2431,8438,Three,2.8916692409559484,,19xx,Downtown,33.960717,-117.586384
2432,,,3.6453121201370955,128539,1924,Uptown,,-117.777022
2433,large,6,3.8908086999204423,?,19xx,Midtown,34.230068,
2434,large,,2.528512602300367,,19xx,Suburbs,,-118.23623
2435,4175,,2.6824748375074843,440462,,Midtown,,
2436,11561,,2.5,,19xx,Midtown,33.647092,-118.903106
2437,10751,Three,2.5,,,Midtown,,
2438,5384,Three,1.786306734028193,?,1989,Suburbs,34.731247,
2439,large,Three,2.895718049999988,447115,1955,Suburbs,,-118.59018
2440,,,1.1876282441427857,425238,19xx,Uptown,34.234077,-118.331796
2441,5655,,1.265335577332304,,2022,,33.55859,
2442,large,4,2.5,,19xx,Midtown,,
2443,4838,Three,2.4282539832533083,,1970,Midtown,33.620358,-118.025542
2444,8936,2,2.5,?,1916,Downtown,34.09019,
2445,6879,Three,2.5,?,19xx,Uptown,34.700215,-117.924279
2446,10273,,2.5,,1953,Outskirts,33.649002,-118.934283
2447,large,Three,2.38842638790285,272369,19xx,Uptown,,-118.972928
2448,4389,6,,505090,,Midtown,34.233517,
2449,5000,5,,,1944,Downtown,,
2450,11701,,,,19xx,Suburbs,,-117.592495
2451,,,,702041,,Uptown,,
2452,6528,,2.4148574337923385,414644,1990,,34.631974,-117.529359
2453,5219,,3.6900936385550556,,,Downtown,33.52343,-117.683551
2454,8607,,3.8285198599942727,543824,1964,Outskirts,33.791112,-118.335329
2455,large,Three,2.5,?,1967,,,
2456,6766,3,,,,Outskirts,34.743952,
2457,,,2.5,,,,,-118.472652
2458,large,Three,2.5,,,,,
2459,,6,3.510815164450178,741124,19xx,Midtown,34.379991,-118.940718
2460,,Three,2.5,,19xx,Downtown,,-118.10663
2461,,Three,2.5,688915,19xx,Suburbs,,-118.28113
2462,,Three,,,,Downtown,,-117.919595
2463,large,4,3.489361427262222,569984,1986,,33.636435,-117.555801
2464,large,2,,,,Outskirts,33.969706,
2465,7591,Three,3.0160005031863077,?,19xx,Midtown,34.629595,-118.699504
2466,8027,,,,,Suburbs,34.750805,
2467,,5,2.1673111788009605,502948,1960,Midtown,34.215735,-118.404608
2468,large,3,3.9476855768776,?,,Uptown,34.70841,-118.597327
2469,,3,2.669777890918007,?,19xx,Midtown,,-117.945631
2470,,Three,2.5,?,1927,,,-118.308719
2471,,1,2.5,?,19xx,Outskirts,33.788096,-117.61065
2472,9062,3,,,19xx,Suburbs,,-118.065692
2473,4907,,2.5,?,19xx,Uptown,,-117.70654
2474,large,Three,,,19xx,,34.242494,
2475,large,Three,2.5,,19xx,Outskirts,,-117.596032
2476,4236,Three,3.9907344549592003,104026,1953,Uptown,34.081666,-118.310206
2477,large,Three,2.5,312429,19xx,,34.707836,
2478,,3,2.702672272948196,?,1961,Uptown,34.56142,
2479,,Three,2.5,?,19xx,Suburbs,34.620507,
2480,large,Three,2.511068219279417,249430,1917,Suburbs,,
2481,large,,1.7819928753745429,?,,Suburbs,34.578633,
2482,large,Three,2.140786791059848,152550,1949,Suburbs,33.744493,
2483,,,,?,,,,
2484,large,3,3.4240386398178115,?,,Downtown,34.769326,
2485,large,4,,?,19xx,Uptown,33.677148,
2486,large,,2.5,?,19xx,,,
2487,,Three,2.5,,19xx,Downtown,,-118.410317
2488,7909,6,,,19xx,Downtown,33.777679,
2489,,Three,2.5,,2015,Downtown,34.207511,
2490,11842,Three,,?,19xx,Suburbs,,
2491,6116,Three,2.5,185707,,Midtown,33.517142,-118.141274
2492,large,,,547129,19xx,Midtown,,-118.227372
2493,,,1.4589673480638112,,19xx,Outskirts,,-118.340053
2494,large,Three,1.1656156442825871,?,19xx,Suburbs,34.590266,
2495,9892,,3.04905656247982,?,19xx,,,
2496,large,Three,2.5,,,Downtown,34.408039,-118.476109
2497,,,,?,1921,,,
2498,large,1,1.4443850764588424,?,19xx,Suburbs,,-117.724057
2499,8867,,2.5,?,,Midtown,34.09483,-117.924474
2500,large,,,?,,Downtown,,
2501,,Three,1.7115885342527672,,,Midtown,33.710686,-118.062715
2502,,,1.090724654772439,?,,Midtown,,
2503,large,Three,,?,19xx,,33.660372,-118.356715
2504,,,2.086682561116765,519604,19xx,Outskirts,,
2505,large,,3.4151359184649897,,,Uptown,,-118.853944
2506,11947,1,,?,,Uptown,,
2507,large,5,,?,1989,Midtown,34.788795,
2508,,6,3.5913321757048946,,19xx,Outskirts,,-117.668882
2509,large,,1.952845629674909,?,19xx,Uptown,34.322707,
2510,7599,4,2.2475311652432963,?,1945,Uptown,,
2511,large,5,,?,1943,Outskirts,34.253241,-118.561225
2512,,Three,,?,1976,Midtown,,-118.989344
2513,8962,1,,,19xx,Downtown,33.679785,
2514,10099,,2.4303198361117384,701350,1967,Midtown,,-118.54352
2515,,2,2.5,?,19xx,Uptown,,-118.500664
2516,large,,,,,Outskirts,33.825783,
2517,large,,1.6737616209788868,408746,1922,Midtown,,
2518,large,,1.5384491967191374,?,,Suburbs,34.587992,
2519,large,Three,2.5,386400,19xx,Downtown,,
2520,,4,2.2033483840518677,308187,19xx,Downtown,,
2521,9311,Three,3.045059183797126,?,,Suburbs,,
2522,large,,2.5,197789,19xx,Outskirts,34.356805,-118.110075
2523,5173,Three,,?,1942,,,
2524,,4,2.5,392770,19xx,Downtown,,
2525,,2,,,,,,-118.991443
2526,8914,,3.4874033006394014,727840,19xx,Midtown,34.546151,
2527,10927,,,,1937,Downtown,,
2528,large,Three,3.5079699595045875,511205,1949,Uptown,34.38024,-118.126799
2529,7821,,2.5,263262,,Suburbs,34.030862,-118.046756
