ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
2854,4250,5,3.7336775190789977,467463,19xx,Uptown,33.860321,
2855,large,2,2.5,685786,,Uptown,,-117.619571
2856,large,4,,368812,1979,Outskirts,33.803487,-117.933228
2857,,Three,2.6076265706626196,123764,,Outskirts,,-118.962309
2858,,,,375137,1925,Outskirts,,-117.739826
2859,,5,2.5,511312,,Suburbs,34.422917,
2860,,,,668279,1990,Midtown,34.211486,
2861,,Three,2.5005402628396216,540585,1933,,33.899435,
2862,,,2.2307019058529565,261477,,Suburbs,,
2863,,4,3.942443134755245,297746,,Downtown,33.615658,-117.879913
2864,,,,298957,19xx,Midtown,,-118.349575
2865,,6,,131179,19xx,Suburbs,,-118.565585
2866,9354,3,,535776,1917,,,-117.829848
2867,large,Three,,716272,,Uptown,33.98855,
2868,6855,2,2.5,389455,1927,Suburbs,,-118.678322
2869,,Three,2.5,630350,19xx,Outskirts,,
2870,6157,Three,1.9694487298005838,688136,1958,Downtown,34.524686,
2871,large,2,1.167281166118959,715804,,,,
2872,6204,,,432241,19xx,Uptown,,
2873,large,,2.5,384141,19xx,Outskirts,34.701747,-118.002488
2874,7737,Three,1.4751115563302164,427267,,Downtown,,
2875,5622,Three,,584103,19xx,Downtown,,
2876,large,2,2.5,760609,19xx,Outskirts,,
2877,large,Three,,432075,19xx,Uptown,33.877982,
2878,4774,1,,117467,19xx,,,-118.208472
2879,,Three,2.5,472611,19xx,Uptown,,-118.84316
2880,large,3,2.5,487466,2011,Midtown,33.630561,-118.46831
2881,large,5,1.5467812855539222,187113,,,33.754777,
2882,,,,576901,19xx,Downtown,,-118.900428
2883,large,Three,2.757425676619585,676695,19xx,Uptown,34.007293,-117.83985
2884,,Three,3.160715238071958,597804,19xx,Outskirts,34.031827,-118.953424
2885,11792,Three,2.5,643583,1906,Suburbs,,-117.997265
2886,,3,,636598,,,34.528268,
2887,10667,5,2.5,271817,,Outskirts,34.022463,-118.687936
2888,,Three,2.5,428088,1982,Outskirts,,
2889,large,,,732035,,Midtown,,
2890,,,2.5,530068,2018,Uptown,34.772548,-118.49601
2891,,,1.3820456960633078,652423,1937,Uptown,34.51106,-118.185308
2892,large,Three,3.72756289755353,584766,1994,Downtown,34.722554,-118.760474
2893,large,5,,192441,,Uptown,,
2894,4948,Three,,385233,19xx,Suburbs,,-117.771824
2895,large,,2.5,275830,19xx,Suburbs,33.780081,-118.273006
2896,,,1.5437298010067582,591304,19xx,,,
2897,9385,,2.5,117492,,Downtown,,
2898,,Three,2.5,167260,19xx,Outskirts,34.692194,
2899,large,Three,,160916,,Midtown,34.033794,-118.163185
2900,,,,251828,1977,Outskirts,,-118.838192
2901,,,2.5,562718,,Downtown,,
2902,large,Three,2.5,772219,1995,Outskirts,,-117.677195
2903,8449,,,683518,1959,Outskirts,,
2904,8695,3,2.5,584166,1911,Suburbs,,
2905,,1,2.5,708904,19xx,Midtown,,
2906,large,,2.5,185770,2015,Outskirts,34.392378,
2907,,,2.5,627441,1956,Outskirts,,
2908,large,2,2.5,682416,,,,-117.878286
2909,,2,2.718013611309623,594650,19xx,Downtown,,-118.566592
2910,,Three,,245401,1983,Suburbs,,
2911,,,2.5,451176,19xx,Outskirts,34.063721,-117.784544
2912,9827,Three,1.5176951134435503,719315,19xx,Midtown,34.536436,
2913,,Three,1.6611297857056795,610645,19xx,Suburbs,33.588293,-117.58627
2914,,Three,2.5,234185,,,,
2915,7922,3,2.5,621705,19xx,Suburbs,34.25077,-118.560988
2916,large,,,571001,19xx,Suburbs,33.50161,-117.620709
2917,,,,312529,,Downtown,,
2918,,6,2.5,389850,19xx,Outskirts,,
2919,,2,,627803,,Outskirts,,
2920,large,Three,,715964,1901,Midtown,,-117.597667
2921,,,,695455,19xx,Outskirts,,-118.265504
2922,,,2.836951266239531,532039,1946,Outskirts,,
2923,,,,205186,,Uptown,,
2924,large,2,2.5,603728,,Midtown,34.504571,
2925,,Three,2.5,503987,1966,Downtown,,-118.174534
2926,large,Three,,427315,,,34.213242,-118.485891
2927,,,,187316,,Outskirts,,-117.662274
2928,large,Three,3.7106009957251826,590870,19xx,,,
2929,10404,Three,,606355,,Outskirts,,-118.773603
2930,,,2.5,330095,19xx,,,
2931,,,,181160,19xx,Suburbs,,
2932,,Three,,696470,19xx,Suburbs,33.804548,-118.014408
2933,10485,,,111860,1995,Suburbs,34.4578,-117.793136
2934,large,,2.5,649606,19xx,Uptown,34.069876,
2935,,,2.5,431636,1941,Downtown,34.342593,
2936,7879,Three,3.866199782373203,726446,,Suburbs,,-118.447532
2937,,5,2.5,211652,,,,-118.311528
2938,large,2,3.2303163232192094,214391,19xx,Suburbs,,
2939,7554,Three,,249162,19xx,Downtown,33.688395,-117.737528
2940,,Three,3.153514384331432,152775,1925,Downtown,,-117.902965
2941,large,,2.5469363421409756,781246,1974,Midtown,,
2942,large,,1.6400919663126086,579898,,Suburbs,34.508362,-117.550246
2943,large,Three,3.3321939520907735,467482,1931,,,-117.938218
2944,,,2.5,130863,,,,
2945,9752,4,2.5,444098,1932,Suburbs,,
2946,,,,785311,,Suburbs,,
2947,,Three,,193871,1986,Midtown,,
2948,large,,3.7335730544464143,455802,,Midtown,,
2949,large,2,3.6003939295686083,584571,,Outskirts,33.991454,-118.915705
2950,11261,,2.5,421373,1900,Outskirts,34.151486,
2951,9416,,1.1537436409108413,629542,1985,Uptown,33.847585,-118.608346
2952,4142,,1.0845871141607395,414478,,,34.125874,
2953,large,4,3.3500929621611943,205880,19xx,Midtown,34.163383,-117.559309
2954,large,,,771786,19xx,Downtown,34.589519,
2955,large,Three,3.429686826100405,100693,19xx,Outskirts,,-118.763369
2956,,,,421863,19xx,Suburbs,34.649285,
2957,,Three,,375220,19xx,Midtown,,
2958,,5,,706950,2023,,34.461631,-118.626676
2959,,2,2.5,445640,19xx,Downtown,34.03946,-118.009289
2960,,,2.5,408940,,Downtown,33.915582,
2961,large,,,750923,2021,Downtown,34.380028,-118.090955
2962,,,,105356,19xx,Downtown,,-118.663819
2963,,Three,2.3744963668984544,725810,1905,Outskirts,34.141456,-118.67817
2964,large,Three,2.5,784384,19xx,,33.568565,-118.528839
2965,11443,Three,2.5,363041,,Midtown,33.523022,
2966,large,Three,2.0463158305592453,401943,,Uptown,,
2967,large,2,,745440,19xx,Suburbs,,-117.76742
2968,large,Three,3.4743444754504824,608197,19xx,,33.980626,
2969,,,3.6927056486581016,291699,19xx,Midtown,34.277199,
2970,,,3.2595863621252223,527463,1980,Outskirts,,-117.799763
2971,11079,2,2.5,176967,,Midtown,34.746674,
2972,11467,,3.1275543333322204,286350,19xx,Midtown,34.196156,
2973,large,,3.115540390364608,182314,,Uptown,,-117.992191
2974,6084,,,359907,19xx,Uptown,34.032426,
2975,9446,Three,,193295,2023,Uptown,34.094209,-117.532023
2976,7005,5,1.431945081251716,762070,19xx,Downtown,,
2977,,2,2.5,136604,19xx,Uptown,34.044029,
2978,,,1.417593740130012,660111,19xx,Downtown,,-117.821246
2979,large,3,,225843,1918,Uptown,34.160672,
2980,large,2,,671722,,Midtown,,-117.882866
2981,large,,2.5,573440,19xx,Downtown,34.447352,
2982,large,Three,2.5,745198,,Uptown,,-117.682841
2983,large,1,2.5,338198,,Downtown,33.973515,-118.391485
2984,large,,2.310578310108869,626494,,Suburbs,,
2985,10105,2,2.5,317757,1939,Uptown,,
2986,large,4,2.5,294649,,Outskirts,,
2987,9460,Three,3.3347538781107704,711510,,,34.202554,
2988,large,,2.5,144968,19xx,Suburbs,,-117.794088
2989,large,6,2.5,120039,19xx,Midtown,33.615746,-117.9139
2990,8787,Three,,743694,19xx,Uptown,34.697187,
2991,5875,,,602120,1911,Uptown,,
2992,large,Three,,723584,1983,Downtown,33.665395,
2993,,,2.4349808216977875,405399,,,34.103214,-118.192257
2994,large,6,2.5,728592,,Downtown,,-117.840244
2995,,5,2.9910245781507188,334481,19xx,Downtown,,
2996,,Three,2.5,164308,1955,,33.573727,-117.911762
2997,6434,,,175290,1948,Uptown,,
2998,7917,6,2.7167060267690846,222594,,Uptown,,
2999,large,6,1.8679316522694993,550206,1949,Suburbs,34.531034,
3000,,Three,2.5,670006,19xx,Outskirts,34.695542,-118.965458
3001,large,Three,,490260,19xx,Uptown,34.515182,
3002,large,,2.5,791514,,Downtown,,-118.697563
3003,11553,4,1.301713138496952,108148,19xx,Outskirts,34.654992,
3004,large,,2.5,779889,,,,
3005,6719,5,,494117,19xx,Midtown,34.218966,-118.250921
3006,8153,,2.9121476770835963,264272,,,,
3007,large,,,159154,19xx,Suburbs,34.161104,
3008,,,1.7271004357480342,447608,19xx,Downtown,33.972087,
3009,,4,,717112,1982,,34.462011,-118.433092
3010,10793,,,720126,1953,Outskirts,34.525053,-118.737677
3011,9848,Three,,553990,19xx,,,
3012,large,2,2.9158581508559096,235837,1911,Midtown,33.691789,-117.959723
3013,7944,2,,560123,19xx,Uptown,,
3014,,,,151481,19xx,,34.598195,-118.45854
3015,large,6,2.5,506147,2007,,,
3016,,Three,2.8326526108118086,685480,,Downtown,,-118.657841
3017,,,3.9551860128664647,401187,,,34.560915,
3018,large,,2.5,306637,19xx,Midtown,34.121057,-118.18255
3019,,4,,527011,1963,Suburbs,,
3020,9827,,3.611968135713312,721108,19xx,Downtown,34.620195,
3021,8887,,1.4530060902241342,529486,1984,,,-117.960433
3022,large,4,1.9517800523232713,367296,1973,Uptown,34.304225,
3023,6233,6,1.7802316427507383,502698,19xx,Midtown,33.780773,-118.880725
3024,,Three,2.5,383791,,Midtown,34.08044,-118.564242
3025,large,,,366473,,Midtown,33.551291,
3026,large,,2.247336388836978,693815,,Midtown,,-118.911873
3027,11077,1,3.6258530305644867,580355,1957,Suburbs,34.281803,-118.646243
3028,5688,Three,2.5,237626,,Outskirts,,
3029,9206,,2.5,693008,1983,Suburbs,34.215895,
3030,large,3,1.994800713548437,421090,1922,Midtown,34.115418,-117.70858
3031,large,,,142004,19xx,,,
3032,8046,Three,2.5289945307607162,163246,,,34.710323,
3033,10167,Three,2.5,135619,,Uptown,34.336315,-117.658049
3034,,2,,281146,,Midtown,,-117.640255
3035,large,,2.2028992582000892,663251,19xx,Uptown,34.729185,
3036,4140,,2.5,520272,,Suburbs,34.416856,
3037,,,,167068,1906,Uptown,,-118.768277
3038,large,Three,2.5,378575,,Suburbs,,
3039,9511,1,2.5,410384,19xx,Outskirts,33.640255,-117.622942
3040,,2,2.5,276720,19xx,Suburbs,34.395565,
3041,large,Three,2.1063704785929764,678116,19xx,Outskirts,,-118.852464
3042,6796,Three,2.5,659723,,,34.427678,-117.964016
3043,,2,1.9805620575877152,284264,,Suburbs,,-118.67125
3044,,Three,2.7780845190877947,358787,1902,Midtown,,
3045,,,1.2482825751165048,313237,19xx,Uptown,,-117.967768
3046,,,,684072,2015,Downtown,,-117.73865
3047,large,,2.5,408346,19xx,Outskirts,,-117.876437
3048,large,,2.5,159225,,Downtown,,-117.761766
3049,6361,6,,779934,1988,Midtown,,-117.879814
3050,large,,1.6693773434208368,107171,,,,
3051,,Three,,273262,1908,Outskirts,33.93392,-118.730065
3052,large,,2.5,423069,19xx,,,-118.685302
3053,large,3,2.5,288775,19xx,Downtown,,-118.801265
3054,,,,759784,,Midtown,,-117.756345
3055,,,2.5,127050,,Suburbs,,-118.391176
3056,,,2.5,745365,1997,Outskirts,33.785961,
3057,10237,5,1.2045038854504335,341462,1990,,34.020108,-118.929442
3058,9974,Three,,219775,19xx,Uptown,,
3059,5931,,,378150,,Downtown,34.394397,
3060,7138,Three,2.5,237225,19xx,Uptown,,-118.097679
3061,,2,,414666,,Midtown,33.597417,
3062,9226,Three,,196110,1966,Downtown,34.688475,
3063,large,4,1.9254364719910702,655979,,,,
3064,large,3,2.5,468404,19xx,Outskirts,33.640278,-118.169266
3065,large,Three,1.845424709179833,378237,1991,,,
3066,large,3,1.146024760850291,773504,1932,Midtown,34.715226,-117.569108
3067,8392,,,676898,19xx,Outskirts,33.507473,-118.330331
3068,,3,2.5,278955,,Uptown,34.201977,-117.681714
3069,,1,2.5,131369,1985,Uptown,,
3070,,4,2.5,478938,1996,Suburbs,33.797465,
3071,,Three,,131625,1989,Suburbs,,
3072,large,3,2.5,721988,,Downtown,34.281714,
3073,7421,Three,2.5,759449,,Uptown,33.503854,
3074,6555,,2.5,457980,2006,Midtown,33.520187,
3075,large,3,3.1989369771930622,483002,1944,Outskirts,33.978518,-117.943537
3076,,3,1.7943118041667598,672541,1966,Outskirts,,-118.400175
3077,8089,1,1.4203222817298684,759499,,Outskirts,34.469783,
3078,large,Three,,196139,,Uptown,34.350507,
3079,large,2,2.5,468610,,Midtown,34.289609,
3080,,6,2.5,281949,19xx,Outskirts,,-118.519045
3081,,,,443581,,Outskirts,34.279144,
3082,9530,Three,,737124,,,,-118.473565
3083,,,2.724642931320341,503085,19xx,Suburbs,,
3084,,,2.928037808228593,639596,,Suburbs,33.804929,
3085,,Three,2.4981620075090634,606310,,Outskirts,34.16662,-117.632781
3086,5948,,2.5,793926,,Downtown,34.319224,-118.441161
3087,11527,,,449763,19xx,Suburbs,,
3088,,4,1.8309820434223578,144196,19xx,,33.728766,
3089,,4,2.5,294139,,Outskirts,,-118.457435
3090,,Three,2.5,593184,19xx,Downtown,33.655469,-117.537901
3091,large,,3.476042110309507,302193,,Suburbs,,
3092,,Three,3.3153674851978154,744608,,Uptown,34.540261,-118.250164
3093,7784,,1.4595968858048134,784116,19xx,Downtown,33.532831,
3094,8339,,2.5,419940,1957,Uptown,34.728926,-118.050446
3095,8834,4,2.647453635196174,256940,,,34.325017,
3096,8543,,1.5240381669368952,179979,,Downtown,34.741154,
3097,large,,,283213,19xx,Midtown,,
3098,8351,Three,1.9124175755877872,167738,19xx,,,-118.12857
3099,large,6,2.5,293340,,Suburbs,,-118.638774
3100,large,2,,210694,,Suburbs,33.746823,-117.830605
3101,large,Three,,615673,,Uptown,,
3102,large,,,267637,,Midtown,,-117.631645
3103,10341,Three,2.5,358608,,Downtown,33.949672,-117.731103
3104,8833,,3.94230190702245,726569,1963,,,-118.449577
3105,large,5,,248069,,Outskirts,,
3106,8544,3,2.729252730026616,742223,19xx,Suburbs,,
3107,,Three,1.0547244909437592,229046,19xx,Suburbs,34.321328,
3108,11588,2,1.130657525083071,211508,1927,Downtown,34.488216,-118.704978
3109,,,2.5,145642,1963,Uptown,,
3110,large,Three,,582505,19xx,Suburbs,33.573896,-118.105758
3111,large,Three,1.3901079042357602,290512,1990,Outskirts,33.713227,
3112,large,6,2.5,118071,,Suburbs,33.840594,
3113,large,Three,,460017,2015,Outskirts,34.255444,-118.356363
3114,large,Three,2.5,247167,1915,,34.567955,-117.569332
3115,9553,,2.071806747355495,677970,,Downtown,33.518776,
3116,large,1,,536215,,,34.561948,-117.962234
3117,large,6,3.679029876523728,355801,19xx,Uptown,34.301659,-117.559768
3118,large,3,,748850,,,34.714504,-117.984449
3119,9392,4,,205641,19xx,Outskirts,,
3120,,5,2.5,166782,,,33.891875,
3121,large,,2.5,501070,,Downtown,34.531875,
3122,8003,,2.5,549138,,Downtown,33.744872,-117.824904
3123,,Three,2.542794685490274,175077,19xx,Midtown,34.391143,
3124,large,,2.5,538613,1998,Suburbs,34.759057,-118.38499
3125,11971,,1.9793950738076747,582876,,Downtown,34.174409,-118.065096
3126,large,1,2.5,182658,19xx,Suburbs,,-118.38245
3127,10989,5,2.5,630792,,,34.553286,-118.882174
3128,,4,3.586836901433753,155446,1942,,34.13986,
3129,,,2.5,390679,2023,Downtown,,
3130,5832,Three,2.5,635210,,Outskirts,34.320659,-118.957551
3131,6986,Three,2.5,281305,1959,Midtown,,-118.928585
3132,6595,,1.653731343666292,236407,19xx,Uptown,,-117.671998
3133,,,2.5,173081,,Midtown,,-118.664577
3134,,Three,,587446,,Suburbs,,
3135,10486,Three,2.5,236712,,Suburbs,34.359345,-117.87061
3136,,,2.122029617181221,189645,19xx,Outskirts,33.692904,
3137,,2,2.443988459474821,115940,,,34.641387,-118.928215
3138,large,,2.2057017354372874,518167,19xx,Outskirts,,-118.513524
3139,large,,2.5,751054,,Outskirts,,
3140,large,2,3.128596060283999,631135,,Suburbs,33.828008,
3141,7704,Three,2.5,269034,1903,Outskirts,,-117.524928
3142,large,5,,475063,19xx,Suburbs,34.479137,-118.385861
3143,large,5,2.4075198064066794,631219,,Uptown,34.077906,
3144,,,,632265,1953,Midtown,,
3145,large,Three,2.5,268477,1932,,34.709686,
3146,5395,6,3.034417962617062,605046,19xx,Suburbs,33.701375,
3147,,,,263152,1974,Downtown,,-118.442453
3148,large,,3.809289649681221,210616,19xx,Downtown,,
3149,large,,2.5,662687,,Suburbs,,-118.675873
3150,5428,6,3.1849997770227274,553138,,Suburbs,33.614993,-118.66196
3151,4701,,2.5,164516,,Midtown,,-118.429361
3152,large,,,269958,1973,Uptown,34.333677,
3153,,3,2.272017879817476,443304,19xx,Suburbs,,
3154,,Three,,309412,,Downtown,,
3155,8390,,2.5,303316,,,34.318948,-117.755102
3156,large,2,2.5,433222,,Midtown,34.736596,-118.894331
3157,,2,2.8605825849132867,576604,,Outskirts,,
3158,9705,,2.5,691415,,Uptown,,
3159,4396,2,2.5,292620,1987,Midtown,33.650923,
3160,11359,Three,2.5,218755,1915,Suburbs,34.29912,-117.505537
3161,,Three,,691539,19xx,Downtown,,
3162,,,1.3937096544977272,557573,19xx,,33.595379,
3163,large,4,2.209681776049569,674951,1951,Suburbs,33.808118,
3164,large,,,167484,19xx,Outskirts,33.972451,-118.438517
3165,10134,,2.5,448939,19xx,Outskirts,33.758049,-118.270038
3166,,,2.5,201308,19xx,Downtown,,-117.895198
3167,,6,2.5,628314,,Uptown,34.313136,-118.010201
3168,,Three,2.5,435653,1936,Outskirts,,
3169,4952,,,269927,19xx,Outskirts,34.100459,-117.652636
3170,,,,118588,,Midtown,33.831757,-118.417009
3171,,,,634793,,,33.673739,-118.251493
3172,large,,,741139,,Outskirts,,-118.6371
3173,large,5,1.8028325630566102,417965,19xx,Midtown,,-118.13192
3174,large,Three,,700036,19xx,Outskirts,,
3175,large,,2.5,794643,19xx,Uptown,,
3176,,6,,676648,19xx,Suburbs,,
3177,,Three,1.5974036978743669,147514,19xx,Suburbs,,-117.910473
3178,,2,,744625,1986,Downtown,34.216296,
3179,large,,3.9196647298495337,693365,1915,Midtown,33.636013,
3180,large,2,2.634250378197663,151216,,Uptown,34.177743,-118.431755
3181,large,,1.2705894551627954,711160,2023,Suburbs,34.30727,-117.780475
3182,large,2,3.930564656066267,281980,19xx,Downtown,34.332282,
3183,large,,2.5,595936,19xx,,,
3184,large,Three,1.380302476923539,256861,19xx,Downtown,,-118.996278
3185,7465,6,2.5,391453,1915,,,
3186,9442,1,,259543,1924,,,
3187,11236,,1.8895671573123065,677713,,Outskirts,34.398114,-118.671295
3188,large,Three,3.9280420076420413,763032,1962,Suburbs,34.296618,
3189,,3,2.5,643477,,Outskirts,,
3190,11349,4,3.426076922395633,303454,,Outskirts,,-117.895301
3191,9119,,2.5,311654,19xx,Suburbs,,
3192,11121,Three,2.5,209360,,Midtown,,-118.118154
3193,large,Three,,685781,,Outskirts,34.520632,
3194,8438,2,,172020,19xx,Uptown,34.47754,-117.738903
3195,,Three,1.4970975916657316,573917,1977,Uptown,34.15185,-117.859718
3196,,Three,,530524,19xx,Outskirts,,-118.624383
3197,,,,770399,2019,Suburbs,34.760501,
3198,6394,,2.1376109131275087,555685,1978,Outskirts,33.793155,-118.302789
3199,large,6,,570728,,,,-118.415814
3200,large,5,,358562,,Uptown,,-118.194654
3201,,,,635113,19xx,Midtown,,-118.110968
3202,5281,2,,192989,1907,Outskirts,,-118.398366
3203,large,Three,3.600484115134019,470308,19xx,,,-118.128874
3204,large,2,1.3564539682817989,670391,,Suburbs,,
3205,large,3,,449647,1904,Downtown,,-118.319301
3206,,Three,,679755,19xx,Suburbs,33.614289,-117.733438
3207,large,Three,,720983,1931,Outskirts,34.512277,-118.811154
3208,11689,1,,508298,19xx,Uptown,34.240369,
3209,7703,Three,,137755,19xx,Midtown,,-118.496339
3210,large,,2.5,473044,2000,Uptown,34.010237,-117.959141
3211,large,3,2.5,722871,1914,Midtown,,-117.778953
3212,,Three,1.4872829984974725,624245,1916,Uptown,33.602256,
3213,,Three,2.5,590854,1983,Uptown,,-117.636556
3214,large,,,469014,19xx,Outskirts,,
3215,large,,1.166055058249374,145955,19xx,Downtown,,
3216,large,Three,,186307,1911,Midtown,,-118.71228
3217,large,5,2.5,797768,1966,Uptown,,
3218,11312,,2.464509604446142,552820,,Midtown,,-118.253317
3219,,Three,,712708,19xx,Suburbs,34.15296,-117.588611
3220,large,5,,636066,1901,Suburbs,34.027007,
3221,large,3,,199285,1992,Outskirts,33.845786,-118.387755
3222,,,,676029,1979,Downtown,33.645414,
3223,4272,1,2.8207653797657586,503229,,Suburbs,,-118.445136
3224,,,,795695,,Downtown,34.603012,
3225,large,Three,2.5,631182,1992,,34.475281,
3226,,1,1.3264989905423152,690040,1943,Outskirts,,
3227,10900,,3.2016360072720578,761860,,Suburbs,,-117.619097
3228,,,2.5,718593,1909,Midtown,33.776281,
3229,large,Three,3.767594437960123,136658,2013,Suburbs,,
3230,,,2.5,298088,1993,Suburbs,34.324018,-118.710992
3231,large,6,,171437,2005,Uptown,,
3232,5558,2,2.5,596226,19xx,,,-118.208273
3233,11041,Three,3.825586533540026,672094,,Suburbs,33.796601,-118.502266
3234,large,,,785467,,Downtown,33.968606,
3235,large,Three,3.579307272623348,501954,,Downtown,34.349822,-117.923615
3236,large,3,2.5,727933,19xx,Suburbs,34.483856,-118.884396
3237,large,Three,2.5,718561,,Downtown,,-117.709813
3238,,Three,2.5,173293,1920,,,
3239,5075,,2.5,518957,1935,Suburbs,34.522292,-118.594413
3240,6544,,,246445,19xx,Midtown,34.156663,-118.6382
3241,,Three,,627131,1919,,34.403842,-117.609883
3242,,4,2.5,514768,,Midtown,,
3243,4406,Three,2.5,492499,,Outskirts,,
3244,,Three,2.5,424931,19xx,Downtown,34.05668,
3245,large,1,2.5,263252,,Outskirts,,-118.3034
3246,,1,3.271738240979824,691483,19xx,Downtown,,-118.210362
3247,large,,,500505,,,34.061652,
3248,large,Three,,736791,1956,Downtown,,-118.698541
3249,5110,,2.276247936262611,167948,1972,Midtown,,
3250,6447,3,2.5,701561,,,33.783854,
3251,,Three,,529753,1932,Suburbs,33.561102,-118.223927
3252,11006,Three,3.904003479930661,586471,2000,,33.787505,-117.973981
3253,,,,402305,,Outskirts,,
3254,large,,2.5,667775,19xx,Uptown,33.921458,
3255,large,,2.5,528566,,,34.46424,
3256,large,Three,1.2792696810482749,547524,,Outskirts,34.430138,-117.701653
3257,,5,2.5,773540,19xx,Uptown,,
3258,large,3,,398446,,Suburbs,34.694835,-118.090672
3259,,4,2.8966139758763014,514882,1934,Midtown,,-118.664113
3260,11075,2,,344828,,,33.894572,
3261,,Three,,203793,1960,Downtown,,
3262,,5,3.428120307044468,360262,,Midtown,33.972998,
3263,11001,2,2.5,614760,,Uptown,,
3264,7708,,,643137,1989,Uptown,33.7765,
3265,,Three,2.5,524933,19xx,Outskirts,,-118.319697
3266,6661,,2.5,442264,19xx,Outskirts,34.489287,-118.393592
3267,large,Three,,177225,1945,Downtown,,-118.84822
3268,large,,1.9833354031876627,138159,,,34.317749,
3269,,4,,258675,1980,Downtown,33.53544,-118.603545
3270,9728,Three,2.5,358895,,Midtown,,
3271,large,Three,,667241,19xx,Downtown,,-118.296883
3272,9158,Three,1.2590034737046534,745158,1915,Downtown,,
3273,11030,,,534810,1944,,34.749075,
3274,large,Three,2.5,273648,1996,Midtown,34.065059,
3275,,,,596774,19xx,Downtown,,-118.993244
3276,,4,,222413,19xx,,,
3277,8866,,3.617445436759117,160813,,Outskirts,34.581688,-118.02199
3278,,Three,,684976,19xx,Suburbs,,
3279,large,4,,482282,,,33.884241,
3280,11673,4,,377531,,Downtown,34.571695,
3281,8945,Three,2.5,174703,19xx,Uptown,34.480237,-118.88052
3282,8118,Three,,744247,,,,
3283,large,Three,,665115,19xx,Uptown,34.026362,
3284,11979,,2.5,726760,19xx,Midtown,,-118.060908
3285,,,,232085,19xx,Downtown,,-118.218761
3286,9887,Three,3.8527185236688872,751123,19xx,Suburbs,,-117.597173
3287,,Three,1.7223731805182747,406795,1954,Outskirts,,
3288,7565,,2.105581864583945,660922,1927,Downtown,,-118.257886
3289,7053,Three,2.5,185960,1930,Outskirts,33.851499,
3290,large,Three,2.891009285729096,733886,,Outskirts,,-118.284553
3291,7502,3,2.0551411436371922,731400,,Outskirts,,-117.901481
3292,large,,2.5,406165,19xx,Outskirts,33.818521,
3293,large,2,2.5795286139699947,608469,19xx,Midtown,,-118.982194
3294,large,Three,2.5,158823,19xx,,33.798117,-117.61584
3295,large,,1.3468772124607233,661322,1961,Suburbs,,-117.794898
3296,6630,2,2.5,450846,,,,-118.327977
3297,large,Three,3.2614053302034454,572430,,Downtown,,
3298,9176,Three,3.342669829865058,211057,1923,Uptown,34.209586,
3299,large,,2.5,633065,19xx,,34.320004,
3300,9074,,2.5,703179,,Midtown,34.783156,-118.285071
3301,,,,329885,19xx,Downtown,34.24915,-117.837186
3302,large,2,2.5,603917,1970,Uptown,34.106075,-118.49749
3303,,,2.5,757622,19xx,Outskirts,34.623946,
3304,4756,Three,3.8858674515750655,332233,1953,Outskirts,33.66251,-118.777857
3305,4765,Three,,524883,19xx,Outskirts,,
3306,7504,,,150396,19xx,Outskirts,34.1479,
3307,,,2.5,504379,19xx,,,
3308,large,Three,1.236407956338566,493960,19xx,Uptown,,
3309,,Three,,572945,,Downtown,,
3310,8965,,2.5,236315,19xx,Outskirts,34.235704,
3311,large,5,2.5,453310,19xx,Outskirts,,
3312,,Three,2.5,151208,,,33.947589,-118.030832
3313,large,,,514079,2014,Uptown,,
3314,large,5,,104568,1901,Downtown,,-118.084565
3315,4921,,2.5,160281,,,,-118.510464
3316,,1,1.1327089807148067,605551,19xx,Outskirts,,
3317,10707,3,1.3480469693243355,535787,,Suburbs,,-118.136425
3318,7176,Three,2.5,708110,,,,-118.665906
3319,large,Three,,146202,,Downtown,,-118.819992
3320,,4,2.5,277647,1937,,,
3321,large,2,,695417,19xx,Suburbs,34.579658,
3322,,,,395633,1961,Midtown,,-117.54924
3323,large,,,717633,,Uptown,,
3324,large,,2.5,253840,19xx,Midtown,33.533256,
3325,,,2.5,443990,,Downtown,34.50243,
3326,,Three,,381950,2016,Suburbs,33.859752,
3327,,Three,,101334,,Downtown,34.421714,-118.686675
3328,large,,3.668623256288563,232169,,,,-118.392601
3329,,2,2.5,656841,,Suburbs,,
3330,,,,299658,2008,Midtown,33.504738,-117.756196
3331,,,2.1643230746483635,764976,1911,Midtown,34.137219,
3332,10808,Three,,375196,,Downtown,34.349695,
3333,,,2.5,780121,,Downtown,34.204726,
3334,large,,,535084,1940,Downtown,,-118.244888
3335,11601,,,487359,19xx,,,-118.407525
3336,,5,1.7090457387922595,221817,,Uptown,33.988783,-118.549167
3337,large,4,2.5,166567,19xx,Uptown,34.585757,-117.633142
3338,,,2.5,328969,1914,Uptown,34.638972,-118.297533
3339,large,6,2.5,116952,1913,Outskirts,33.904425,
3340,6517,6,1.2309739695511213,592282,19xx,Midtown,33.754016,-118.376738
3341,,,2.5,352142,,Outskirts,,-118.240266
3342,10943,,,651610,,,34.516272,-118.754101
3343,,Three,,622622,1971,Midtown,,
3344,,Three,,778684,,Outskirts,33.988209,-117.751361
3345,,,3.4979244727747782,178334,2010,,34.348356,
3346,large,2,3.200373373404252,553302,,Midtown,34.699977,
3347,large,Three,2.5,398513,,,34.638168,
3348,,,2.5,618096,,,34.667169,-118.807455
