'ID','LotSize (sq ft)','Bedrooms','Bathrooms','Price ($)','YearBuilt','Neighborhood','Latitude','Longitude'
2484,6922,1,1.8093511390842796,736025,19xx,Suburbs,'?','?'
2485,large,'?','?',624800,1948,Uptown,'?','?'
2486,9723,Three,3.730397650618822,424107,19xx,Suburbs,33.692622,'?'
2487,large,Three,'?',477803,1978,'?',33.772967,'?'
2488,large,1,3.0833896846167512,169499,'?',Uptown,'?',-118.401699
2489,4960,'?',2.5,743824,'?',Outskirts,34.13877,-117.660518
2490,5004,'?','?',472937,19xx,Uptown,34.696825,'?'
2491,'?','?','?',201994,1957,Outskirts,'?',-118.374975
2492,8984,Three,'?',584312,2013,Midtown,34.345222,'?'
2493,'?',1,2.5,524287,'?',Outskirts,34.371717,'?'
2494,large,'?','?',799144,19xx,Suburbs,34.337632,'?'
2495,large,'?','?',174813,1914,'?',34.233453,'?'
2496,large,'?','?',433114,'?',Downtown,33.947431,-118.397551
2497,large,'?',2.5,322320,'?',Downtown,'?',-118.570195
2498,'?','?',1.0865888721078476,760024,2001,Outskirts,'?','?'
2499,11685,'?',2.5,728318,19xx,Suburbs,34.70986,-117.618664
2500,'?',6,'?',343440,2016,Suburbs,'?','?'
2501,'?','?','?',162465,2021,Outskirts,34.58067,-118.901772
2502,'?','?',2.756205937670157,776823,19xx,Downtown,33.512096,'?'
2503,large,3,2.5,711603,2014,Suburbs,34.600925,'?'
2504,6746,'?','?',453475,19xx,Suburbs,'?',-118.752914
2505,7610,Three,3.3610536800375814,209341,19xx,Suburbs,34.003927,'?'
2506,4896,'?',2.5,644209,1905,Suburbs,33.586927,'?'
2507,5354,Three,'?',766646,1941,Midtown,'?',-118.539894
2508,8793,Three,1.9683017072647229,688104,1928,Uptown,'?',-118.804918
2509,large,Three,2.5,436858,1937,Midtown,'?',-118.615792
2510,'?','?',3.5693469087833467,110971,19xx,Downtown,'?',-117.625482
2511,10571,'?','?',340504,'?',Outskirts,34.559206,-117.77321
2512,4024,Three,'?',444487,19xx,Uptown,'?',-118.273728
2513,large,Three,1.761111045603805,792669,19xx,Outskirts,'?','?'
2514,'?',Three,'?',504758,19xx,Downtown,'?','?'
2515,7486,'?','?',595085,1914,Uptown,'?','?'
2516,large,'?','?',602336,19xx,'?','?','?'
2517,large,6,'?',720684,'?',Uptown,'?','?'
2518,9306,'?',1.6634794600972382,497300,1950,Midtown,34.505912,'?'
2519,9234,2,2.145496084210612,254017,19xx,Midtown,'?','?'
2520,large,Three,2.5,374500,'?',Suburbs,'?','?'
2521,large,5,2.929447881610279,530583,'?',Outskirts,34.1845,-117.795494
2522,'?','?',2.5131901657863787,297404,19xx,Outskirts,34.165638,'?'
2523,6749,Three,'?',221946,19xx,Downtown,33.685112,'?'
2524,'?',Three,2.647710841309157,780679,'?',Downtown,34.245752,-118.700399
2525,'?',Three,'?',570569,2019,'?','?','?'
2526,large,Three,'?',181720,1968,Outskirts,34.146203,-117.906088
2527,'?',5,1.6619547486233839,104972,1990,Midtown,33.826804,-118.859238
2528,4019,Three,1.837672268159587,325133,1950,Outskirts,33.906572,'?'
2529,5008,Three,'?',578538,1982,'?','?',-118.225554
2530,8849,2,2.5,574843,'?',Uptown,'?',-118.760911
2531,'?',1,2.5,480883,'?','?','?','?'
2532,'?',Three,2.5,456223,19xx,'?','?','?'
2533,10102,'?',3.0789295593070607,690358,1965,Outskirts,'?','?'
2534,'?',2,2.7640932391269146,736239,19xx,Midtown,'?',-118.72079
2535,large,Three,2.5,749595,1960,Uptown,33.77348,-118.520889
2536,'?',3,2.54719563079032,773798,'?','?',34.143577,'?'
2537,large,Three,'?',348009,'?',Midtown,'?','?'
2538,large,Three,2.2442296600749625,338274,19xx,Downtown,'?','?'
2539,'?',6,'?',441950,'?',Suburbs,34.657502,'?'
2540,large,Three,2.5,768027,19xx,Downtown,'?','?'
2541,'?',Three,2.5,171430,'?',Suburbs,34.592494,'?'
2542,large,3,3.168459325347702,163873,'?',Suburbs,'?','?'
2543,large,'?',1.4422149868498568,465911,19xx,Uptown,'?','?'
2544,'?',Three,2.5,751557,'?',Suburbs,'?','?'
2545,11044,Three,1.3229714779117152,648448,19xx,'?',33.903349,-118.23974
2546,7734,2,'?',682525,1920,Midtown,'?',-118.016551
2547,9183,4,'?',439849,1907,Outskirts,'?',-118.799114
2548,'?',Three,2.5,266115,19xx,Uptown,33.680835,-118.705918
2549,'?',6,2.877899611685298,415202,19xx,Outskirts,34.680769,'?'
2550,5900,Three,'?',143658,'?',Uptown,33.726951,-118.166566
2551,'?',Three,2.5,529643,'?',Outskirts,33.8422,-117.819845
2552,'?',1,'?',516686,19xx,Outskirts,'?',-117.61613
2553,11397,4,1.7087274462076698,714292,1942,Outskirts,34.487308,'?'
2554,large,'?','?',393213,19xx,Outskirts,'?','?'
2555,'?','?','?',404112,19xx,Outskirts,'?',-117.762958
2556,large,'?',2.5990733649535533,686741,19xx,Outskirts,33.855007,'?'
2557,6653,3,'?',498638,19xx,'?','?',-118.743947
2558,'?',Three,2.5,588942,1954,Midtown,34.21845,'?'
2559,'?',3,2.5,598755,'?',Suburbs,'?',-118.186375
2560,large,'?',3.026333134948945,372400,'?',Downtown,'?',-118.190085
2561,'?',6,1.1488889680587615,769653,'?',Outskirts,'?',-118.374668
2562,'?',1,'?',235259,1991,Downtown,34.667511,-118.531855
2563,11834,Three,2.5,206241,1933,Suburbs,34.320048,-117.541063
2564,'?',6,2.5,182749,19xx,Suburbs,'?','?'
2565,5156,Three,'?',446362,19xx,Uptown,'?','?'
2566,8848,'?',1.468462661740969,745824,19xx,Uptown,'?','?'
2567,large,'?','?',787737,'?',Uptown,34.607445,'?'
2568,'?',6,2.5,250715,19xx,Outskirts,34.059621,-118.520443
2569,'?',Three,'?',447158,'?',Suburbs,33.898008,-118.088056
2570,'?',Three,'?',220622,1934,Uptown,'?','?'
2571,'?',1,3.5431003596072475,222116,'?','?',34.451541,'?'
2572,4420,1,2.6736329620820474,725373,'?',Midtown,34.356284,-118.336595
2573,large,3,2.5,593075,'?',Midtown,'?',-118.742142
2574,9481,'?','?',206915,1996,Downtown,'?','?'
2575,'?',6,'?',295109,19xx,Downtown,'?',-118.917559
2576,4684,Three,1.7798173138898146,507043,'?','?','?','?'
2577,5532,1,2.5,100852,19xx,Midtown,33.928159,-118.111899
2578,large,6,2.513211456712296,456571,19xx,Suburbs,'?',-118.039617
2579,9624,2,'?',429582,'?',Uptown,'?','?'
2580,5933,3,2.976370627900938,562103,19xx,Midtown,'?',-118.663613
2581,large,2,1.747976457561854,155013,19xx,'?','?','?'
2582,8047,2,2.5,280136,'?',Downtown,33.633046,-118.5257
2583,5925,2,2.5,781538,19xx,'?',34.464721,'?'
2584,'?',2,3.203620586125826,120098,19xx,'?','?','?'
2585,9083,'?',1.4542868243203186,269232,1920,Uptown,'?',-118.727738
2586,5769,Three,'?',425711,1909,Outskirts,'?','?'
2587,large,'?','?',531262,1926,'?',33.583222,-118.678513
2588,'?',Three,'?',769693,'?',Midtown,34.160697,'?'
2589,large,4,2.5,634584,'?',Downtown,'?','?'
2590,'?',Three,2.5,420561,1957,Uptown,'?',-118.050672
2591,6908,5,2.140396190908535,538191,19xx,Outskirts,'?','?'
2592,large,3,2.474723577340409,340107,2006,Downtown,34.436473,'?'
2593,7313,'?','?',687427,19xx,'?',34.064992,-118.516684
2594,'?',Three,'?',755129,1983,Midtown,'?',-118.657297
2595,large,'?',2.5,272739,19xx,Midtown,'?','?'
2596,10437,Three,2.5,156887,'?','?',34.430851,'?'
2597,'?',5,'?',737538,1983,'?',34.463431,'?'
2598,large,3,3.1579227737584885,798260,19xx,Uptown,'?','?'
2599,large,6,2.5,789806,1978,Uptown,34.084004,-117.77867
2600,9333,Three,1.2653325540643257,328531,19xx,Downtown,'?',-117.609887
2601,'?',2,2.5,423363,19xx,Suburbs,'?','?'
2602,large,3,1.4082657541292107,591650,'?',Uptown,'?',-117.580646
2603,'?',6,2.5,782339,19xx,Uptown,33.639785,-118.527027
2604,'?','?','?',478638,'?',Outskirts,34.498286,'?'
2605,10484,Three,'?',564924,'?',Downtown,34.020545,-118.075005
2606,11831,Three,2.5,299377,1995,Outskirts,'?','?'
2607,4222,'?',2.9146681292876266,596522,19xx,Suburbs,'?',-118.752451
2608,large,'?',2.8772778182566974,387105,19xx,Outskirts,'?',-118.158605
2609,'?','?',3.289749573839039,489971,19xx,Midtown,'?',-118.187093
2610,11811,Three,'?',351959,19xx,Suburbs,'?','?'
2611,'?','?','?',404892,19xx,Uptown,'?',-118.016046
2612,'?',6,2.5,205191,1906,Downtown,34.247579,-118.758247
2613,'?','?','?',273929,1949,Uptown,34.607834,-118.404175
2614,4473,6,'?',292707,2012,Downtown,'?',-117.597317
2615,11804,Three,1.1416109413425826,598283,'?',Downtown,'?',-117.853684
2616,large,'?','?',761698,'?',Suburbs,34.445155,'?'
2617,large,'?','?',159105,1945,Midtown,34.418868,'?'
2618,5875,'?','?',749751,'?',Uptown,33.716459,'?'
2619,11466,5,2.5,148041,1937,Suburbs,'?','?'
2620,'?','?',1.1370929727881305,144140,19xx,Suburbs,'?','?'
2621,large,'?',2.96454823489071,277394,'?',Midtown,34.77387,-117.823635
2622,large,Three,'?',450604,'?',Outskirts,'?','?'
2623,'?','?','?',273735,19xx,Midtown,33.960809,'?'
2624,6540,3,2.5,457900,19xx,'?',34.322718,-118.730121
2625,large,'?',2.1868304229911457,307250,1992,Suburbs,'?',-118.061788
2626,large,5,'?',365686,'?',Downtown,34.508992,'?'
2627,'?',5,'?',404144,19xx,Suburbs,34.731155,'?'
2628,8675,Three,2.717277544986279,733335,19xx,Midtown,'?',-118.543513
2629,'?',1,2.5,763019,19xx,Downtown,'?',-118.510786
2630,large,'?','?',320719,'?',Downtown,'?',-118.057124
2631,large,Three,'?',306089,1908,'?','?','?'
2632,9060,3,2.5,411377,2002,Downtown,34.090299,'?'
2633,'?',Three,2.5,590789,'?','?',34.551817,'?'
2634,large,5,'?',739402,'?',Outskirts,'?','?'
2635,large,Three,3.9856735905897898,568185,2009,Downtown,'?',-118.198917
2636,'?',Three,2.5,601599,1992,Outskirts,34.202191,'?'
2637,'?',Three,2.5,687292,19xx,Uptown,34.74437,-118.636859
2638,9408,3,2.5,158556,'?',Midtown,'?',-118.796022
2639,large,4,2.5,377342,19xx,Uptown,33.900566,-118.181269
2640,8112,'?',2.5,116382,2012,Outskirts,34.70928,'?'
2641,9898,'?',2.5,634428,1996,'?','?',-117.878746
2642,large,Three,2.5,629963,'?',Suburbs,33.862173,-118.564668
2643,7084,Three,2.5,510972,'?',Uptown,'?',-117.806898
2644,'?',1,2.5,404464,19xx,Outskirts,'?',-117.588104
2645,'?',Three,'?',682118,19xx,Uptown,33.935502,'?'
2646,large,Three,2.5,264419,'?',Outskirts,'?',-118.940926
2647,large,4,2.5,265359,1920,Midtown,'?','?'
2648,11195,3,2.3842270800181806,658109,'?',Midtown,33.962412,'?'
2649,7021,2,2.5,506013,'?',Outskirts,33.611265,'?'
2650,'?',2,'?',707332,19xx,'?',33.963063,'?'
2651,6650,3,'?',430081,'?','?',33.834291,-118.421643
2652,large,Three,'?',488272,1901,Outskirts,34.425545,'?'
2653,large,2,2.5,625233,19xx,'?',34.410296,-118.534756
2654,6846,'?','?',552464,19xx,'?','?',-118.997019
2655,'?','?',2.5,126176,'?',Outskirts,33.781429,'?'
2656,'?',Three,2.1780572569920853,634575,1928,Outskirts,33.929957,'?'
2657,large,1,2.27860713597876,343819,19xx,Midtown,34.697703,-117.923849
2658,'?',6,2.5,108923,19xx,Midtown,'?','?'
2659,11270,'?','?',443598,'?','?',33.734927,-118.230546
2660,'?',Three,'?',333985,1995,Suburbs,34.359624,-118.693206
2661,'?',3,2.3609417764688443,687090,1949,'?','?','?'
2662,'?','?','?',410155,1999,'?',34.705221,'?'
2663,'?',Three,2.5,408831,19xx,Suburbs,'?','?'
2664,'?',Three,2.5,246918,'?',Outskirts,34.709288,-117.992639
2665,'?','?',2.5,277585,19xx,Suburbs,34.3238,'?'
2666,'?','?','?',488430,'?',Suburbs,'?',-118.793585
2667,10235,'?',2.5,399596,'?',Midtown,33.92334,-117.970303
2668,'?',4,2.5,385825,1996,'?',34.600001,'?'
2669,large,'?','?',235896,'?',Uptown,'?','?'
2670,8012,2,'?',121659,'?','?',34.493483,'?'
2671,10751,'?',2.5,495859,1926,'?','?',-117.967539
2672,large,1,2.5,465971,19xx,Midtown,'?','?'
2673,'?','?',2.712757351659529,393601,'?',Midtown,33.893058,-118.195589
2674,large,Three,2.5,590325,'?',Suburbs,'?',-118.952074
2675,large,5,2.5,559763,'?',Suburbs,34.177691,-117.57668
2676,large,'?',3.484056484077473,105554,'?',Uptown,33.910858,-118.52072
2677,'?',3,2.7254694752561375,303241,2019,Suburbs,34.017316,-117.778198
2678,large,5,'?',231867,'?','?','?','?'
2679,large,3,2.5,417067,'?',Uptown,'?','?'
2680,'?',4,2.5,247276,1987,Suburbs,'?',-118.314562
2681,'?','?',1.8552390284670102,596651,19xx,Midtown,34.397625,'?'
2682,large,'?',2.5,132725,19xx,Suburbs,34.42706,-117.962719
2683,large,'?','?',697794,1952,Midtown,34.009824,'?'
2684,'?','?','?',268948,'?',Uptown,33.813851,-117.740756
2685,'?',1,3.7538148335828234,276772,2010,Uptown,'?','?'
2686,large,'?',2.5,111547,19xx,Outskirts,'?','?'
2687,6267,Three,1.4587488112341607,153238,19xx,Downtown,34.547811,'?'
2688,'?','?',2.5,137267,19xx,Suburbs,34.681054,'?'
2689,'?',Three,2.5,165599,19xx,Midtown,34.620804,-118.42235
2690,large,5,2.5,234937,19xx,Uptown,33.812024,'?'
2691,11370,'?',1.15348435522737,119379,'?',Midtown,'?','?'
2692,large,3,2.665089738739447,460824,1954,Uptown,33.500426,-118.419922
2693,'?',5,2.5,602464,1921,Suburbs,34.037799,-118.058794
2694,'?',6,2.5,472786,'?',Outskirts,'?',-118.501685
2695,4502,6,2.5,763708,2012,Uptown,'?',-118.357912
2696,large,'?','?',152832,1938,Midtown,'?','?'
2697,large,2,'?',511799,1980,Downtown,33.777473,-117.811384
2698,large,Three,2.5,342659,19xx,Downtown,'?','?'
2699,'?',Three,3.400187254596493,645611,1965,Midtown,33.656866,'?'
2700,'?',Three,2.338793518980608,530902,19xx,Outskirts,'?',-118.93136
2701,5802,'?',2.5,516099,2022,Suburbs,'?','?'
2702,large,'?',1.8724486585239792,590476,2023,Downtown,'?','?'
2703,'?','?',1.526844473580064,277170,1958,Outskirts,34.743824,'?'
2704,large,'?','?',481016,'?',Downtown,34.57309,'?'
2705,'?','?','?',154581,'?','?',34.397802,'?'
2706,11300,'?',1.3221260781863255,682577,19xx,Outskirts,'?','?'
2707,'?',1,3.5535273136073555,494795,2011,Uptown,33.690975,'?'
2708,large,4,2.5,675748,19xx,Suburbs,33.801361,-117.93642
2709,'?','?','?',256081,19xx,Downtown,33.952413,-117.645006
2710,large,5,1.4472090711269852,150493,19xx,'?',34.003099,'?'
2711,7106,6,'?',722250,19xx,'?','?',-118.765768
2712,5318,4,'?',528929,'?',Outskirts,34.506647,'?'
2713,large,'?','?',290373,'?',Uptown,33.949738,-117.603795
2714,6364,Three,'?',119221,'?','?','?','?'
2715,'?',3,'?',168350,19xx,Midtown,34.035255,'?'
2716,9976,Three,2.5,573732,1997,Outskirts,'?','?'
2717,10977,'?',1.483625219202985,642753,'?',Suburbs,'?','?'
2718,large,3,2.4464242701105645,235860,'?',Suburbs,33.575063,'?'
2719,'?','?','?',133451,'?',Uptown,34.466517,'?'
2720,'?',2,1.6116213695680779,661398,1980,Uptown,'?','?'
2721,8977,Three,3.5652430612981676,713953,19xx,Downtown,'?','?'
2722,large,Three,2.5,156689,1946,Midtown,'?',-118.4555
2723,large,'?',2.5,137394,19xx,'?','?',-118.449992
2724,5295,'?',3.077988999705528,607596,1925,Downtown,34.42364,-117.989678
2725,large,3,'?',430839,19xx,Midtown,'?','?'
2726,'?','?',2.5,382071,19xx,Outskirts,33.803852,'?'
2727,large,'?','?',665347,19xx,Uptown,'?','?'
2728,large,Three,3.394644794749882,610754,19xx,Downtown,'?',-118.80569
2729,7000,'?',2.5,522482,'?',Outskirts,34.38399,-118.393917
2730,'?','?','?',323586,2017,'?','?',-118.720573
2731,8168,Three,'?',278880,19xx,Downtown,33.970443,-117.685578
2732,large,4,2.4194162043761187,404364,1967,Suburbs,34.236666,-118.259292
2733,large,1,3.156302306430433,657556,19xx,'?',33.962971,'?'
2734,11284,Three,2.5,448832,2023,Downtown,34.78721,'?'
2735,'?',Three,'?',715570,1935,Uptown,34.599097,-117.999814
2736,large,6,2.5,423405,19xx,Uptown,33.962975,-118.77984
2737,large,2,'?',434717,'?',Uptown,34.717452,-118.57958
2738,'?',2,2.5,694206,'?',Outskirts,34.552761,-118.82218
2739,11516,Three,'?',427415,19xx,Downtown,34.685389,'?'
2740,11917,'?','?',435372,1977,Midtown,'?',-117.52598
2741,large,3,2.5,529090,19xx,'?',33.591668,'?'
2742,11098,Three,2.4267199775782027,516185,19xx,Outskirts,33.77725,-118.130763
2743,large,'?',3.5483340330063604,488187,'?',Midtown,'?','?'
2744,8027,3,2.5,662310,'?',Downtown,34.546078,-118.033039
2745,11331,'?',2.5,314800,19xx,Midtown,34.266223,-118.278508
2746,6448,Three,2.5,787501,'?',Downtown,34.209951,-118.308276
2747,7019,Three,'?',765006,1964,'?','?','?'
2748,6247,2,3.3403205787345023,584021,19xx,'?','?',-117.759389
2749,'?',6,3.2312154850520143,134466,'?','?','?',-117.796166
2750,8155,Three,'?',136834,'?',Suburbs,'?',-117.99307
2751,10362,Three,2.371002144452102,381606,'?','?','?','?'
2752,'?','?','?',108008,'?',Uptown,34.246743,-118.590366
2753,'?',Three,2.5,525425,19xx,Suburbs,33.946877,-118.001016
2754,large,Three,'?',733375,19xx,Suburbs,'?',-118.985992
2755,large,'?','?',299226,19xx,Uptown,'?',-118.984652
2756,large,'?',2.5,705854,'?','?','?',-118.820337
2757,'?','?','?',694520,1995,Downtown,'?',-118.352847
2758,6062,Three,3.222235663157395,407801,'?',Midtown,'?',-117.629616
2759,large,'?',2.5,288310,'?','?',34.499803,'?'
2760,'?','?',2.628480894983019,349554,2011,Midtown,'?',-118.783434
2761,9264,'?',2.4823409640957106,356755,19xx,Uptown,34.023414,-118.4571
2762,large,'?',2.5,205637,19xx,Suburbs,33.706287,'?'
2763,large,'?',2.5106159046662997,292816,19xx,Outskirts,34.787356,-118.417121
2764,large,2,1.3107392710376975,490806,'?',Downtown,'?',-117.702303
2765,'?',Three,'?',462536,'?','?',34.640976,'?'
2766,10278,Three,2.6047619459557816,664998,1944,Uptown,'?',-117.754506
2767,large,'?',2.706207212669592,674029,19xx,Suburbs,'?',-118.032989
2768,'?','?',3.6627498820709397,208903,19xx,Suburbs,33.83686,-118.266081
2769,11601,'?',2.5,209139,1913,Midtown,34.329272,'?'
2770,large,Three,2.5,725334,19xx,Outskirts,'?','?'
2771,large,Three,'?',691363,'?',Midtown,'?','?'
2772,large,5,'?',243632,'?',Uptown,'?',-118.162056
2773,'?',5,'?',382795,'?',Midtown,33.661983,-118.005076
2774,'?',Three,'?',537064,1952,Midtown,34.033889,-118.643664
2775,10459,Three,3.8614777480507416,357795,1972,Suburbs,'?',-117.96761
2776,'?',2,'?',497490,19xx,Midtown,'?','?'
2777,4717,6,3.2057818112892194,515474,19xx,Suburbs,33.926201,-118.672001
2778,'?','?',2.5,223204,'?',Midtown,'?','?'
2779,'?',Three,'?',134153,1906,Downtown,34.332027,-118.468384
2780,7220,5,2.751514900807726,455264,19xx,Midtown,'?','?'
2781,9193,'?','?',116525,1969,Uptown,'?','?'
2782,7787,Three,2.5,517704,19xx,Uptown,33.586646,'?'
2783,'?',Three,1.8794545648023848,691157,'?',Outskirts,33.867709,-118.690443
2784,large,Three,1.2953323999430943,508922,19xx,Outskirts,'?',-118.741333
2785,'?',6,2.898114246605594,429773,19xx,Midtown,'?',-118.425952
2786,5423,2,'?',188244,'?',Outskirts,'?','?'
2787,large,4,2.9542851014822613,278134,'?','?',33.905326,-118.145787
2788,large,6,'?',733825,'?',Downtown,34.155948,-117.715233
2789,large,Three,2.5,119244,'?',Midtown,33.880478,'?'
2790,large,3,2.5,314842,19xx,Outskirts,34.515932,-118.507228
2791,'?',1,2.7359686782357655,685398,19xx,Downtown,'?','?'
2792,4306,1,2.5,568435,'?',Outskirts,'?',-117.909608
2793,'?',Three,3.8314738077656423,132888,'?',Outskirts,'?','?'
2794,8891,5,3.339520770867984,149358,19xx,Uptown,'?',-117.513091
2795,'?',Three,2.5,689063,1952,Outskirts,33.5866,-118.730365
2796,6250,Three,2.8218594204174847,609836,19xx,'?','?','?'
2797,'?',3,'?',273171,19xx,'?',34.206301,-118.327181
2798,large,Three,'?',246497,19xx,Midtown,'?','?'
2799,'?',6,'?',327124,19xx,Midtown,'?',-118.656288
2800,4945,'?',2.5,685186,19xx,'?','?',-118.961609
2801,7889,'?',2.7116799153727182,503970,19xx,Uptown,'?',-118.845965
2802,'?',Three,1.3458968509079252,532465,'?','?','?',-118.56975
2803,'?',Three,'?',787105,'?','?',33.648242,-118.084656
2804,7263,'?','?',359571,'?',Downtown,'?','?'
2805,'?',Three,'?',719168,19xx,Downtown,'?','?'
2806,large,Three,2.5,592598,'?',Downtown,'?',-118.257947
2807,4213,'?',2.5,412003,'?',Suburbs,'?','?'
2808,9746,'?',2.3455398276806267,556210,19xx,Suburbs,33.712554,-117.978392
2809,large,5,'?',179111,'?',Downtown,34.454267,'?'
2810,large,Three,2.5,710609,1919,Outskirts,'?',-118.891651
2811,5515,Three,2.14103346288364,635701,'?',Midtown,34.739545,'?'
2812,large,'?','?',521268,'?',Uptown,34.765232,-118.576665
2813,6828,Three,'?',194977,1961,'?',33.53049,-118.198662
2814,7210,6,1.9807594671483817,581305,'?',Midtown,33.655327,-117.934838
2815,'?',Three,3.6176192913831295,554091,'?',Uptown,33.551044,-118.18688
2816,4617,Three,3.3923020719310317,284814,1921,Uptown,33.608041,-118.612885
2817,'?',4,'?',126180,1970,Downtown,'?',-118.256588
2818,large,'?','?',610018,2013,'?','?',-118.502963
2819,9868,6,'?',451148,19xx,Suburbs,34.168649,-117.794959
2820,8861,Three,2.5,754091,19xx,'?','?','?'
2821,'?','?',2.5,164636,1949,Midtown,34.29821,-117.787005
2822,8734,Three,2.5,709983,1954,Suburbs,34.616074,'?'
2823,5006,Three,2.5,431297,'?',Midtown,'?',-118.862619
2824,large,2,2.5,650756,19xx,Suburbs,34.399342,'?'
2825,7108,6,1.4727989782485538,666715,'?','?',34.08644,-118.394662
2826,5287,Three,3.4711905942060324,269688,19xx,Uptown,'?',-118.864531
2827,large,'?',2.5,260081,1944,'?',33.864586,-118.520412
2828,9137,1,'?',248596,1940,Midtown,'?','?'
2829,large,Three,2.9264577366876967,292951,1927,Downtown,'?',-118.633915
2830,large,Three,'?',245592,'?',Midtown,'?','?'
2831,large,'?','?',413140,'?',Suburbs,'?','?'
2832,4202,'?',2.5,270854,19xx,Suburbs,33.75801,-118.048416
2833,'?',Three,2.5,431834,19xx,Midtown,'?','?'
2834,6823,'?',2.5,431633,19xx,Downtown,'?','?'
2835,8319,Three,2.5,774399,'?',Midtown,'?',-118.175724
2836,4262,Three,2.18786609316147,416537,'?',Downtown,34.088955,'?'
2837,'?',Three,'?',789381,'?',Midtown,34.634446,-117.79789
2838,4301,Three,3.094639616044523,227046,2009,'?',33.709861,'?'
2839,'?','?',2.5,272636,'?',Midtown,'?',-118.48822
2840,4146,'?',2.5,237396,'?','?','?',-118.681881
2841,'?','?','?',576955,19xx,Uptown,'?','?'
2842,9558,Three,'?',737413,1960,'?',34.429061,'?'
2843,10224,Three,3.4665113776076737,702595,'?',Uptown,33.721828,'?'
2844,'?','?','?',330407,'?',Downtown,34.521879,-117.750016
2845,'?','?','?',377482,19xx,Uptown,34.627452,'?'
2846,11032,'?',2.5,636719,1950,'?','?','?'
2847,large,Three,2.5,696399,19xx,'?',33.62989,-118.337959
2848,7363,'?','?',238972,'?',Outskirts,'?','?'
2849,large,1,2.5,442413,1925,Midtown,'?',-118.928105
2850,9250,2,3.8228406598198035,775839,19xx,Suburbs,'?',-118.448387
2851,'?',2,2.5,380586,'?',Outskirts,33.741786,'?'
2852,'?','?',1.3570722181859387,204799,19xx,Uptown,33.903047,'?'
2853,8463,'?','?',472586,'?',Midtown,'?','?'
2854,'?',Three,'?',168966,19xx,Suburbs,'?','?'
2855,large,Three,'?',447033,'?',Downtown,34.535706,-118.630341
2856,large,'?',2.5,310230,19xx,Midtown,'?',-118.155844
2857,7676,'?','?',684265,19xx,Uptown,'?','?'
2858,11616,Three,1.4853023473073697,422567,2021,Suburbs,33.568294,-118.898348
2859,'?',Three,2.5,432724,1969,Suburbs,33.89095,'?'
2860,'?','?',2.5,358172,1983,Midtown,'?','?'
2861,'?',4,2.5,245494,'?',Outskirts,33.718697,'?'
2862,'?','?',2.024015855113909,180156,'?',Midtown,'?','?'
2863,'?',3,2.3870393069789717,179858,'?','?','?','?'
2864,'?',3,2.5,721311,1999,Suburbs,34.465985,'?'
2865,'?','?',2.5,340050,19xx,Downtown,34.628404,-118.026365
2866,'?',Three,'?',193356,'?',Outskirts,'?','?'
2867,large,2,'?',745797,19xx,Suburbs,'?','?'
2868,7093,Three,2.5,746058,19xx,Midtown,34.431258,'?'
2869,8585,3,'?',155500,19xx,Midtown,'?',-117.691442
2870,'?',Three,'?',121786,'?',Downtown,'?',-118.382321
2871,large,Three,3.914874069547145,243661,'?',Downtown,34.122855,-118.550914
2872,4547,Three,2.5,576927,19xx,'?',34.24686,-118.365039
2873,large,4,'?',450912,19xx,'?',33.715214,'?'
2874,9231,3,1.20384716567982,245451,19xx,Midtown,33.706528,-118.000086
2875,large,'?',2.5,341526,1974,Outskirts,'?','?'
2876,large,Three,2.151934098175061,793974,19xx,Outskirts,33.869666,-117.713155
2877,'?',Three,1.0022379888169606,596146,19xx,Downtown,'?','?'
2878,9460,Three,2.575362249696647,193879,'?',Downtown,34.464923,-118.629417
2879,large,Three,2.5,195373,'?','?','?','?'
2880,large,'?','?',768105,'?',Outskirts,'?','?'
2881,5911,Three,3.95921622099401,671924,1962,Outskirts,34.538292,-118.335177
2882,'?',3,1.2633086253140946,564202,'?',Midtown,'?','?'
2883,'?',Three,1.5591611954557036,440436,'?',Suburbs,'?','?'
2884,4132,2,1.5640226404058986,332527,2002,'?','?','?'
2885,11561,5,1.6682136800823368,699197,1900,Midtown,33.948585,-118.744059
2886,5890,6,2.5,396673,19xx,'?','?',-117.561483
2887,11442,Three,2.5,670302,19xx,'?','?',-118.958581
2888,large,Three,1.1976891711833964,159309,1939,Downtown,'?',-118.718857
2889,large,'?',1.6895680791237067,283193,1975,Midtown,'?','?'
2890,'?','?',2.5,637126,'?',Uptown,33.609267,-118.632878
2891,6052,Three,'?',703340,'?',Midtown,'?',-118.189954
2892,large,Three,2.5,609034,19xx,Uptown,34.063644,'?'
2893,large,'?',1.763756975539241,505670,1929,'?','?','?'
2894,9967,Three,2.5,342232,'?',Downtown,33.849774,'?'
2895,6076,'?',1.0855428777892242,382805,1923,Uptown,'?',-118.651599
2896,'?','?',2.5,245236,2014,Uptown,33.649125,-118.373533
2897,10808,1,2.5,272546,19xx,Downtown,'?',-118.921485
2898,6982,'?','?',779076,'?',Suburbs,33.65985,'?'
2899,large,'?',2.5,578920,1988,Suburbs,34.52989,-118.512867
2900,large,3,'?',457286,'?',Downtown,33.879019,-118.733465
2901,'?',Three,2.5,164300,19xx,Uptown,33.981413,'?'
2902,'?','?','?',478924,'?',Outskirts,33.7243,'?'
2903,'?',Three,1.1545042636073863,408782,19xx,Uptown,'?','?'
